variant,subject,t_ms,model,fold,base_train,base_test,base_converged,base_nfev,base_negative_scale_evals,ext_train,ext_test,ext_converged,ext_nfev,ext_negative_scale_evals,n_test
active,5,285,model3,4,-1144.537,-279.03518,0,1400,0,-1144.4341,-279.08993,1,12778,0,185
active,5,315,model2B,0,-1177.7969,-259.65363,1,617,0,-1177.7969,-259.65343,1,223,0,147
active,5,315,model2B,1,-1118.8498,-319.6421,1,711,0,-1118.8498,-319.64214,1,193,0,184
active,5,315,model2B,2,-1148.0587,-289.91637,1,1133,0,-1148.0587,-289.9163,1,177,0,180
active,5,315,model2B,3,-1135.0634,-301.84332,1,801,0,-1135.0634,-301.84337,1,179,0,182
active,5,315,model2B,4,-1161.3204,-276.83143,1,878,0,-1161.3204,-276.83153,1,210,0,185
active,5,315,model3,0,-1178.1659,-258.6749,0,1400,0,-1178.1639,-258.68244,0,14000,0,147
active,5,315,model3,1,-1118.5435,-319.3495,1,705,0,-1118.5429,-319.35336,0,14000,0,184
active,5,315,model3,2,-1146.3576,-290.04056,1,763,0,-1146.3576,-290.04037,1,179,0,180
active,5,315,model3,3,-1134.0297,-302.46181,1,794,0,-1134.0297,-302.4622,1,210,0,182
active,5,315,model3,4,-1161.8682,-275.65278,0,1400,0,-1161.8681,-275.65379,1,832,0,185
active,5,435,model2B,0,-1216.1029,-236.31998,1,1041,0,-1216.1029,-236.31998,1,259,0,147
active,5,435,model2B,1,-1142.9285,-309.38127,1,1109,0,-1142.9285,-309.38126,1,194,0,184
active,5,435,model2B,2,-1147.5024,-304.86654,1,929,0,-1147.5024,-304.86661,1,208,0,180
active,5,435,model2B,3,-1146.26,-306.25163,0,1200,0,-1145.4451,-307.02904,1,440,0,182
active,5,435,model2B,4,-1154.7904,-297.49936,1,835,0,-1154.7904,-297.49937,1,219,0,185
active,5,435,model3,0,-1216.1776,-236.34023,1,1080,0,-1215.6624,-236.13467,1,1080,0,147
active,5,435,model3,1,-1140.8733,-310.5301,1,1031,0,-1140.8695,-310.53213,0,14000,0,184
active,5,435,model3,2,-1146.7954,-305.81448,0,1400,0,-1146.7896,-305.80968,1,11859,0,180
active,5,435,model3,3,-1144.9842,-307.22835,0,1400,0,-1144.9631,-307.24746,1,1061,0,182
active,5,435,model3,4,-1155.0253,-297.11874,0,1400,0,-1155.0253,-297.11892,1,318,0,185
active,5,465,model2B,0,-1241.1726,-262.40899,0,1200,0,-1237.3187,-261.50137,1,1313,0,147
active,5,465,model2B,1,-1184.4795,-314.74061,1,1191,0,-1184.4795,-314.74028,1,170,0,184
active,5,465,model2B,2,-1189.7263,-308.41075,1,1100,0,-1189.7263,-308.41079,1,194,0,180
active,5,465,model2B,3,-1191.1931,-307.13908,1,1160,0,-1191.1931,-307.13909,1,228,0,182
active,5,465,model2B,4,-1186.7102,-311.36758,1,1004,0,-1186.7102,-311.36757,1,219,0,185
active,5,465,model3,0,-1237.4764,-260.32012,0,1400,0,-1237.4764,-260.31991,1,685,0,147
active,5,465,model3,1,-1183.4172,-314.58985,0,1400,0,-1183.4048,-314.56921,1,11622,0,184
active,5,465,model3,2,-1188.9203,-309.41059,0,1400,0,-1188.8974,-309.39613,0,14000,0,180
active,5,465,model3,3,-1190.7012,-306.85261,1,1105,0,-1190.701,-306.85436,1,641,0,182
active,5,465,model3,4,-1186.5322,-311.07801,0,1400,0,-1186.5322,-311.07773,1,410,0,185
active,5,495,model2B,0,-1211.7418,-278.43065,0,1200,0,-1211.6685,-277.61078,1,1719,0,147
active,5,495,model2B,1,-1165.5906,-323.56674,0,1200,0,-1165.5822,-323.65054,0,14000,0,184
active,5,495,model2B,2,-1182.5299,-304.14771,0,1200,0,-1182.4915,-304.05351,1,243,0,180
active,5,495,model2B,3,-1193.8363,-293.80935,0,1200,0,-1192.4181,-294.80229,1,533,0,182
active,5,495,model2B,4,-1186.2788,-300.8459,1,1088,0,-1186.2788,-300.8459,1,223,0,185
active,5,495,model3,0,-1212.1084,-275.40515,0,1400,0,-1212.1071,-275.39784,1,3713,0,147
active,5,495,model3,1,-1165.9308,-322.60561,0,1400,0,-1165.8534,-322.73333,0,14000,0,184
active,5,495,model3,2,-1181.5768,-304.59668,0,1400,0,-1181.4969,-304.5612,0,14000,0,180
active,5,495,model3,3,-1192.4351,-294.60842,0,1400,0,-1192.4351,-294.60884,1,374,0,182
active,5,495,model3,4,-1184.7751,-301.66654,0,1400,0,-1184.7116,-301.64274,0,14000,0,185
active,6,255,model2B,0,-959.9266,-277.52917,0,1200,0,-959.24619,-277.9495,1,1236,0,173
active,6,255,model2B,1,-979.9446,-257.24386,0,1200,0,-979.84366,-258.2488,1,424,0,173
active,6,255,model2B,2,-995.67856,-238.45381,0,1200,0,-995.66115,-238.50315,1,327,0,181
active,6,255,model2B,3,-980.4177,-254.97063,0,1200,0,-980.23028,-255.28054,1,405,0,184
active,6,255,model2B,4,-1011.0284,-225.19331,0,1200,0,-1010.9177,-225.01462,1,428,0,188
active,6,255,model3,0,-957.6235,-280.51264,1,616,0,-957.19431,-281.12871,1,1539,0,173
active,6,255,model3,1,-980.98269,-254.87159,0,1400,0,-980.45006,-256.3498,1,572,0,173
active,6,255,model3,2,-996.09051,-237.83201,0,1400,0,-996.07491,-237.83562,0,14000,0,181
active,6,255,model3,3,-979.27301,-256.84038,0,1400,0,-978.90451,-256.34626,0,14000,0,184
active,6,255,model3,4,-1009.9348,-225.96336,1,907,0,-1009.9204,-225.93395,0,14000,0,188
active,6,285,model2B,0,-1053.9176,-271.07166,1,865,0,-1053.9176,-271.07166,1,179,0,173
active,6,285,model2B,1,-1051.8272,-274.51938,0,1200,0,-1051.8148,-274.83997,1,262,0,173
active,6,285,model2B,2,-1067.6121,-256.87506,1,1121,0,-1067.6121,-256.87506,1,188,0,181
active,6,285,model2B,3,-1049.0106,-275.70683,1,1086,0,-1049.0106,-275.70685,1,157,0,184
active,6,285,model2B,4,-1069.596,-255.67921,1,1071,0,-1069.596,-255.67933,1,179,0,188
active,6,285,model3,0,-1052.6014,-271.05164,1,713,0,-1052.6011,-271.04897,1,10675,0,173
active,6,285,model3,1,-1050.9092,-274.44505,1,1328,0,-1050.9092,-274.445,1,256,0,173
active,6,285,model3,2,-1066.7119,-256.46182,1,676,0,-1066.7028,-256.46026,0,14000,0,181
active,6,285,model3,3,-1048.3054,-275.2716,0,1400,0,-1048.2747,-275.28415,0,14000,0,184
active,6,285,model3,4,-1067.2331,-256.8518,1,652,0,-1067.2322,-256.85065,0,14000,0,188
active,6,315,model2B,0,-1152.7077,-277.00614,0,1200,0,-1152.6993,-277.00558,1,484,0,173
active,6,315,model2B,1,-1147.3357,-283.41592,1,1061,0,-1146.5633,-284.00135,1,497,0,173
active,6,315,model2B,2,-1139.0162,-290.78864,0,1200,0,-1139.0162,-290.78901,1,220,0,181
active,6,315,model2B,3,-1137.5822,-292.03649,0,1200,0,-1137.4986,-292.07044,1,801,0,184
active,6,315,model2B,4,-1140.2742,-289.60921,0,1200,0,-1140.2275,-289.68503,0,14000,0,188
active,6,315,model3,0,-1153.0055,-278.27405,0,1400,0,-1153.0045,-278.26627,0,14000,0,173
active,6,315,model3,1,-1147.4484,-284.28753,1,731,0,-1147.4336,-284.2621,0,14000,0,173
active,6,315,model3,2,-1141.4998,-289.74894,0,1400,0,-1141.464,-289.81481,0,14000,0,181
active,6,315,model3,3,-1138.2275,-292.61303,0,1400,0,-1138.2231,-292.61071,1,7049,0,184
active,6,315,model3,4,-1141.0253,-290.12525,0,1400,0,-1141.0235,-290.1268,1,6558,0,188
active,6,435,model2B,0,-1033.1989,-262.63304,0,1200,0,-1033.1989,-262.63318,1,207,0,173
active,6,435,model2B,1,-1022.6339,-272.93916,0,1200,0,-1022.1086,-274.10613,1,682,0,173
active,6,435,model2B,2,-1048.492,-246.54093,1,963,0,-1048.492,-246.54093,1,174,0,181
active,6,435,model2B,3,-1037.8663,-257.12384,1,1082,0,-1037.8663,-257.12385,1,202,0,184
active,6,435,model2B,4,-1032.876,-262.5064,0,1200,0,-1032.8747,-262.50518,1,452,0,188
active,6,435,model3,0,-1033.5925,-261.74713,1,1179,0,-1033.5734,-261.75478,0,14000,0,173
active,6,435,model3,1,-1019.6486,-276.49986,1,1144,0,-1019.4761,-276.75853,1,2812,0,173
active,6,435,model3,2,-1046.1066,-246.84336,0,1400,0,-1045.7707,-246.79344,1,5563,0,181
active,6,435,model3,3,-1037.1787,-257.19349,0,1400,0,-1036.134,-256.32828,1,5442,0,184
active,6,435,model3,4,-1032.8785,-263.28268,0,1400,0,-1032.8491,-263.17388,1,13489,0,188
active,6,465,model2B,0,-1032.6824,-270.62091,0,1200,0,-1032.5843,-270.64954,1,452,0,173
active,6,465,model2B,1,-1043.247,-262.19121,0,1200,0,-1038.8051,-263.37892,1,3835,0,173
active,6,465,model2B,2,-1033.0233,-269.12557,0,1200,0,-1032.1306,-270.09823,1,491,0,181
active,6,465,model2B,3,-1038.9614,-263.05388,0,1200,0,-1038.9434,-263.05844,0,14000,0,184
active,6,465,model2B,4,-1057.5022,-246.0055,1,1164,0,-1057.5022,-246.00551,1,179,0,188
active,6,465,model3,0,-1032.266,-269.02035,0,1400,0,-1031.0718,-268.24021,1,5432,0,173
active,6,465,model3,1,-1037.5399,-262.91116,1,997,0,-1037.5398,-262.91117,1,13587,0,173
active,6,465,model3,2,-1029.0115,-271.28177,0,1400,0,-1029.0114,-271.28134,1,2412,0,181
active,6,465,model3,3,-1037.0892,-263.39514,0,1400,0,-1037.0891,-263.39602,1,5269,0,184
active,6,465,model3,4,-1055.4668,-246.17865,0,1400,0,-1055.4573,-246.17138,1,4108,0,188
active,6,495,model2B,0,-958.00663,-251.86874,0,1200,0,-955.03309,-248.9946,1,3097,0,173
active,6,495,model2B,1,-969.69761,-237.00498,0,1200,0,-965.60792,-237.41081,1,5699,0,173
active,6,495,model2B,2,-939.12947,-264.1383,0,1200,0,-939.12903,-264.15555,1,3957,0,181
active,6,495,model2B,3,-963.19759,-245.57478,0,1200,0,-960.51432,-244.36246,1,7237,0,184
active,6,495,model2B,4,-984.82566,-221.0114,0,1200,0,-982.31642,-221.81314,1,1154,0,188
active,6,495,model3,0,-954.82137,-248.2319,1,765,0,-954.82134,-248.23917,1,420,0,173
active,6,495,model3,1,-965.56167,-237.33707,1,1044,0,-965.50369,-237.13061,1,739,0,173
active,6,495,model3,2,-937.79446,-265.49077,0,1400,0,-937.79435,-265.49427,1,4359,0,181
active,6,495,model3,3,-957.64799,-245.07402,1,839,0,-957.38866,-244.96696,1,2071,0,184
active,6,495,model3,4,-980.99249,-222.56911,1,991,0,-980.99109,-222.56955,1,6052,0,188
active,7,255,model2B,0,-1153.9496,-291.78436,1,1196,0,-1153.9496,-291.78436,1,180,0,175
active,7,255,model2B,1,-1153.9928,-292.02322,1,933,0,-1153.9928,-292.02303,1,181,0,179
active,7,255,model2B,2,-1141.6882,-304.29299,0,1200,0,-1141.6664,-304.35951,0,14000,0,179
active,7,255,model2B,3,-1157.0629,-289.05579,1,1067,0,-1157.0629,-289.05565,1,178,0,176
active,7,255,model2B,4,-1169.6858,-276.10617,0,1200,0,-1169.6394,-276.30205,1,555,0,181
active,7,255,model3,0,-1153.4438,-292.03294,0,1400,0,-1153.4438,-292.03262,1,207,0,175
active,7,255,model3,1,-1152.1181,-291.76011,0,1400,0,-1150.8925,-293.89492,1,1493,0,179
active,7,255,model3,2,-1141.1375,-303.15863,1,481,0,-1141.1367,-303.15771,0,14000,0,179
active,7,255,model3,3,-1155.8736,-288.18741,1,989,0,-1155.6231,-288.11244,1,1357,0,176
active,7,255,model3,4,-1166.6279,-277.82101,1,1260,0,-1166.6279,-277.82101,1,241,0,181
active,7,285,model2B,0,-1046.9113,-267.41793,1,1092,0,-1046.9113,-267.41786,1,192,0,175
active,7,285,model2B,1,-1049.3125,-265.19809,1,990,0,-1049.3125,-265.19809,1,164,0,179
active,7,285,model2B,2,-1061.1176,-253.67353,0,1200,0,-1061.1156,-253.62224,1,549,0,179
active,7,285,model2B,3,-1047.1177,-270.02542,0,1200,0,-1046.4712,-269.39926,1,1006,0,176
active,7,285,model2B,4,-1048.9616,-265.23652,0,1200,0,-1048.951,-265.27619,1,389,0,181
active,7,285,model3,0,-1045.7691,-267.3755,0,1400,0,-1045.7231,-267.44493,1,2662,0,175
active,7,285,model3,1,-1048.8987,-264.93491,0,1400,0,-1048.8526,-264.99519,0,14000,0,179
active,7,285,model3,2,-1060.9467,-253.02879,0,1400,0,-1060.5675,-252.76626,0,14000,0,179
active,7,285,model3,3,-1045.6233,-268.42911,0,1400,0,-1045.6207,-268.43903,1,2261,0,176
active,7,285,model3,4,-1046.9805,-267.17585,0,1400,0,-1046.9544,-267.21233,0,14000,0,181
active,7,315,model2B,0,-1064.2093,-278.68484,1,1044,0,-1064.2093,-278.68503,1,187,0,175
active,7,315,model2B,1,-1081.4184,-266.09302,0,1200,0,-1078.8154,-264.8119,1,3094,0,179
active,7,315,model2B,2,-1079.4852,-263.61006,0,1200,0,-1079.4852,-263.61052,1,343,0,179
active,7,315,model2B,3,-1079.858,-263.03107,1,1093,0,-1079.858,-263.03107,1,178,0,176
active,7,315,model2B,4,-1064.3747,-278.00725,1,904,0,-1064.3747,-278.0073,1,193,0,181
active,7,315,model3,0,-1063.3008,-279.60482,0,1400,0,-1063.2305,-279.518,1,401,0,175
active,7,315,model3,1,-1078.6105,-265.16341,0,1400,0,-1077.9637,-264.61193,1,1825,0,179
active,7,315,model3,2,-1079.4129,-264.02404,0,1400,0,-1079.4013,-264.04829,1,4079,0,179
active,7,315,model3,3,-1079.5005,-263.37186,0,1400,0,-1079.4919,-263.36227,0,14000,0,176
active,7,315,model3,4,-1063.9888,-278.68878,1,478,0,-1063.9884,-278.72332,1,8032,0,181
active,7,435,model2B,0,-1341.8376,-326.96762,1,979,0,-1341.8376,-326.96762,1,184,0,175
active,7,435,model2B,1,-1337.8124,-331.86111,1,1010,0,-1337.8124,-331.86111,1,187,0,179
active,7,435,model2B,2,-1328.1343,-341.15178,1,800,0,-1328.1343,-341.15196,1,187,0,179
active,7,435,model2B,3,-1324.2012,-344.69948,1,962,0,-1324.2012,-344.69942,1,185,0,176
active,7,435,model2B,4,-1332.8732,-335.92084,1,986,0,-1332.8732,-335.9215,1,194,0,181
active,7,435,model3,0,-1341.256,-324.40367,1,634,0,-1341.256,-324.40378,1,216,0,175
active,7,435,model3,1,-1337.1787,-330.06836,1,796,0,-1337.1785,-330.07089,1,12709,0,179
active,7,435,model3,2,-1325.9027,-340.37264,1,590,0,-1325.8806,-340.36951,1,1097,0,179
active,7,435,model3,3,-1322.1769,-343.76928,1,587,0,-1322.1769,-343.76925,1,212,0,176
active,7,435,model3,4,-1330.1114,-336.44667,1,589,0,-1330.0663,-336.47902,1,1858,0,181
active,7,465,model2B,0,-1366.3388,-329.42654,1,639,0,-1366.3388,-329.42654,1,199,0,175
active,7,465,model2B,1,-1342.1185,-355.01036,1,871,0,-1342.1185,-355.0105,1,187,0,179
active,7,465,model2B,2,-1352.6028,-343.54617,0,1200,0,-1352.6028,-343.54688,1,245,0,179
active,7,465,model2B,3,-1351.4448,-343.8449,1,776,0,-1351.4448,-343.8449,1,185,0,176
active,7,465,model2B,4,-1359.7882,-336.10812,1,610,0,-1359.7882,-336.10797,1,198,0,181
active,7,465,model3,0,-1369.5572,-325.97661,1,453,0,-1369.0949,-326.22308,1,2203,0,175
active,7,465,model3,1,-1342.043,-355.14669,1,485,0,-1342.0417,-355.14966,0,14000,0,179
active,7,465,model3,2,-1351.3092,-344.20309,1,440,0,-1351.3092,-344.20305,1,197,0,179
active,7,465,model3,3,-1352.0529,-343.2688,1,543,0,-1352.0507,-343.27609,0,14000,0,176
active,7,465,model3,4,-1358.6214,-337.6496,1,603,0,-1358.6214,-337.64981,1,199,0,181
active,7,495,model2B,0,-1369.964,-334.36455,1,599,0,-1369.964,-334.3647,1,185,0,175
active,7,495,model2B,1,-1355.2929,-349.63705,1,704,0,-1355.2929,-349.63705,1,196,0,179
active,7,495,model2B,2,-1365.3307,-339.89132,1,810,0,-1365.3307,-339.89132,1,192,0,179
active,7,495,model2B,3,-1349.2865,-355.63215,1,843,0,-1349.2865,-355.63215,1,184,0,176
active,7,495,model2B,4,-1370.5084,-334.40669,1,597,0,-1370.5084,-334.40669,1,179,0,181
active,7,495,model3,0,-1370.4948,-334.80485,1,548,0,-1369.9984,-335.10551,1,2992,0,175
active,7,495,model3,1,-1356.1345,-349.61386,1,387,0,-1356.1345,-349.61373,1,175,0,179
active,7,495,model3,2,-1364.6641,-340.73357,1,639,0,-1364.6422,-340.7981,0,14000,0,179
active,7,495,model3,3,-1351.801,-353.48627,1,901,0,-1351.4331,-353.05228,1,8839,0,176
active,7,495,model3,4,-1369.7737,-335.78415,1,556,0,-1369.7699,-335.78974,0,14000,0,181
active,8,255,model2B,0,-1181.7794,-313.43578,1,1000,0,-1181.7794,-313.43578,1,196,0,162
active,8,255,model2B,1,-1210.5751,-280.96979,1,842,0,-1210.5751,-280.96979,1,175,0,172
active,8,255,model2B,2,-1194.5211,-296.50145,0,1200,0,-1194.5194,-296.50418,1,268,0,179
active,8,255,model2B,3,-1199.4814,-292.47697,1,1049,0,-1199.4814,-292.47697,1,184,0,176
active,8,255,model2B,4,-1167.9479,-324.21764,1,1143,0,-1167.5254,-325.40601,1,419,0,183
active,8,255,model3,0,-1178.9907,-316.83241,1,835,0,-1177.55,-318.48142,1,2213,0,162
active,8,255,model3,1,-1210.9699,-280.61816,0,1400,0,-1210.9696,-280.6192,1,447,0,172
active,8,255,model3,2,-1194.7979,-296.28661,0,1400,0,-1194.7979,-296.28837,1,244,0,179
active,8,255,model3,3,-1199.3334,-292.45274,1,1069,0,-1199.3315,-292.44241,1,421,0,176
active,8,255,model3,4,-1168.0059,-324.2353,0,1400,0,-1167.993,-324.07458,1,560,0,183
active,8,285,model2B,0,-1131.4132,-288.07662,1,918,0,-1131.4132,-288.07719,1,191,0,162
active,8,285,model2B,1,-1156.7339,-261.59248,1,842,0,-1156.7339,-261.59244,1,177,0,172
active,8,285,model2B,2,-1134.4017,-282.87474,1,913,0,-1134.4017,-282.87474,1,179,0,179
active,8,285,model2B,3,-1138.9245,-278.72732,0,1200,0,-1138.7679,-279.43152,1,293,0,176
active,8,285,model2B,4,-1095.6758,-323.97038,1,665,0,-1095.6758,-323.97038,1,202,0,183
active,8,285,model3,0,-1130.2635,-291.14975,1,761,0,-1130.2633,-291.15301,1,13648,0,162
active,8,285,model3,1,-1157.6035,-261.67269,0,1400,0,-1157.4918,-261.73677,1,1333,0,172
active,8,285,model3,2,-1134.9194,-283.25124,0,1400,0,-1134.8899,-283.12933,1,602,0,179
active,8,285,model3,3,-1138.8567,-280.11742,1,921,0,-1138.8314,-280.08692,1,420,0,176
active,8,285,model3,4,-1096.876,-322.1656,0,1400,0,-1096.8747,-322.16438,1,846,0,183
active,8,315,model2B,0,-1144.8066,-268.86991,1,886,0,-1144.8066,-268.86991,1,182,0,162
active,8,315,model2B,1,-1152.1475,-264.1488,0,1200,0,-1151.4957,-264.24,1,608,0,172
active,8,315,model2B,2,-1135.2056,-278.71317,0,1200,0,-1135.1693,-278.79111,1,342,0,179
active,8,315,model2B,3,-1130.3244,-285.03508,0,1200,0,-1128.5216,-286.0072,1,839,0,176
active,8,315,model2B,4,-1085.4184,-329.74875,1,971,0,-1085.4184,-329.74872,1,175,0,183
active,8,315,model3,0,-1145.9884,-268.60633,0,1400,0,-1145.9763,-268.70134,0,14000,0,162
active,8,315,model3,1,-1152.5354,-264.93595,1,670,0,-1152.0567,-264.51755,1,1777,0,172
active,8,315,model3,2,-1136.2342,-278.80225,0,1400,0,-1136.2277,-278.80761,1,395,0,179
active,8,315,model3,3,-1129.2296,-286.79965,0,1400,0,-1129.2163,-286.75154,1,432,0,176
active,8,315,model3,4,-1084.7117,-331.36064,0,1400,0,-1084.7094,-331.34758,1,569,0,183
active,8,435,model2B,0,-987.63465,-362.13266,0,1200,0,-987.63463,-362.14273,1,2398,0,162
active,8,435,model2B,1,-1089.0681,-237.10511,0,1200,0,-1089.0681,-237.102,1,178,0,172
active,8,435,model2B,2,-1055.6793,-269.45277,1,945,0,-1055.6793,-269.45277,1,209,0,179
active,8,435,model2B,3,-1079.9348,-247.72597,0,1200,0,-1079.3972,-246.29586,1,395,0,176
active,8,435,model2B,4,-1062.8059,-263.09904,0,1200,0,-1062.8059,-263.09907,1,626,0,183
active,8,435,model3,0,-993.90927,-356.07735,0,1400,0,-993.90721,-355.98457,1,6490,0,162
active,8,435,model3,1,-1088.3071,-240.05063,0,1400,0,-1088.2895,-240.06312,0,14000,0,172
active,8,435,model3,2,-1055.9112,-268.73552,0,1400,0,-1055.5929,-269.1219,1,1760,0,179
active,8,435,model3,3,-1080.157,-246.91623,0,1400,0,-1080.1425,-246.82967,1,1335,0,176
active,8,435,model3,4,-1062.6502,-262.49065,0,1400,0,-1062.6134,-262.45462,1,1005,0,183
active,8,465,model2B,0,-1101.9834,-342.17616,0,1200,0,-1101.9834,-342.17434,1,169,0,162
active,8,465,model2B,1,-1169.0268,-265.93195,1,817,0,-1169.0268,-265.93195,1,212,0,172
active,8,465,model2B,2,-1149.3123,-284.82005,1,796,0,-1149.3123,-284.81981,1,190,0,179
active,8,465,model2B,3,-1152.0765,-281.95225,1,805,0,-1152.0765,-281.95219,1,183,0,176
active,8,465,model2B,4,-1151.491,-284.31653,1,798,0,-1151.491,-284.31622,1,189,0,183
active,8,465,model3,0,-1101.8779,-340.29546,1,604,0,-1101.8664,-340.19386,1,5378,0,162
active,8,465,model3,1,-1167.7344,-266.57975,1,510,0,-1167.7344,-266.57979,1,199,0,172
active,8,465,model3,2,-1148.0354,-284.30198,0,1400,0,-1148.0347,-284.28976,1,266,0,179
active,8,465,model3,3,-1150.7708,-282.17635,1,771,0,-1150.4365,-281.78148,1,430,0,176
active,8,465,model3,4,-1150.124,-284.62114,1,701,0,-1150.1145,-284.60381,1,13698,0,183
active,8,495,model2B,0,-1236.7095,-313.17542,1,980,0,-1236.7095,-313.17542,1,184,0,162
active,8,495,model2B,1,-1250.377,-298.67515,1,609,0,-1250.3769,-298.67201,1,209,0,172
active,8,495,model2B,2,-1237.0866,-311.5318,1,1014,0,-1237.0866,-311.53171,1,185,0,179
active,8,495,model2B,3,-1231.5851,-316.85186,1,609,0,-1231.5534,-316.70732,1,364,0,176
active,8,495,model2B,4,-1231.706,-318.10055,1,1129,0,-1231.706,-318.1004,1,183,0,183
active,8,495,model3,0,-1233.4164,-313.86498,0,1400,0,-1233.4129,-313.88419,0,14000,0,162
active,8,495,model3,1,-1247.8366,-298.91353,1,670,0,-1247.8333,-298.91283,1,771,0,172
active,8,495,model3,2,-1234.8864,-310.69218,0,1400,0,-1234.8857,-310.71054,1,326,0,179
active,8,495,model3,3,-1229.4247,-316.36395,1,1255,0,-1229.4247,-316.36395,1,215,0,176
active,8,495,model3,4,-1229.8972,-317.18265,1,829,0,-1229.8944,-317.18092,0,14000,0,183
active,9,255,model2B,0,-843.79604,-284.97275,0,1200,0,-843.56317,-284.20936,1,370,0,183
active,9,255,model2B,1,-901.22906,-223.13763,0,1200,0,-899.01502,-223.70014,1,3404,0,189
active,9,255,model2B,2,-893.28898,-232.74187,0,1200,0,-890.58372,-232.13379,1,4806,0,188
active,9,255,model2B,3,-919.53535,-206.25443,0,1200,0,-919.19591,-205.42888,1,8522,0,188
active,9,255,model2B,4,-926.5155,-198.38427,1,1037,0,-924.43285,-197.99659,1,5641,0,181
active,9,255,model3,0,-844.10359,-283.31499,1,1283,0,-844.08489,-283.08055,1,376,0,183
active,9,255,model3,1,-893.71793,-227.3205,0,1400,0,-893.71793,-227.32097,1,310,0,189
active,9,255,model3,2,-892.19176,-228.92355,0,1400,0,-892.19163,-228.93912,1,288,0,188
active,9,255,model3,3,-916.07638,-204.1779,0,1400,0,-916.07421,-204.16919,1,767,0,188
active,9,255,model3,4,-921.28634,-198.84297,1,1246,0,-921.28633,-198.84383,1,555,0,181
active,9,285,model2B,0,-979.52472,-303.10876,0,1200,0,-979.52433,-303.14212,1,205,0,183
active,9,285,model2B,1,-1039.3628,-240.34238,0,1200,0,-1039.3628,-240.34225,1,200,0,189
active,9,285,model2B,2,-1010.1396,-270.87527,0,1200,0,-1006.4001,-273.75372,1,4920,0,188
active,9,285,model2B,3,-1033.5366,-245.8386,1,1107,0,-1033.5366,-245.83844,1,179,0,188
active,9,285,model2B,4,-1046.2257,-233.18423,0,1200,0,-1046.2257,-233.18756,1,174,0,181
active,9,285,model3,0,-979.56004,-303.38402,0,1400,0,-979.44796,-302.9402,1,566,0,183
active,9,285,model3,1,-1037.3916,-240.74738,0,1400,0,-1037.3916,-240.74729,1,278,0,189
active,9,285,model3,2,-1005.4827,-273.21544,1,530,0,-1003.5171,-273.85459,1,3032,0,188
active,9,285,model3,3,-1031.1276,-246.12898,1,698,0,-1031.1276,-246.12902,1,293,0,188
active,9,285,model3,4,-1043.201,-234.39214,0,1400,0,-1043.201,-234.3921,1,238,0,181
active,9,315,model2B,0,-1085.0189,-322.80455,1,908,0,-1084.7051,-322.11878,1,361,0,183
active,9,315,model2B,1,-1130.994,-272.65459,0,1200,0,-1130.9937,-272.6801,1,191,0,189
active,9,315,model2B,2,-1112.1758,-291.19772,1,1029,0,-1112.1758,-291.19769,1,202,0,188
active,9,315,model2B,3,-1136.8941,-266.63672,1,1091,0,-1136.8941,-266.63652,1,175,0,188
active,9,315,model2B,4,-1140.5275,-264.20351,0,1200,0,-1140.5266,-264.18942,1,282,0,181
active,9,315,model3,0,-1083.6524,-320.6278,1,879,0,-1083.6508,-320.63323,0,14000,0,183
active,9,315,model3,1,-1128.6725,-272.56855,1,786,0,-1126.6725,-272.65198,1,2879,0,189
active,9,315,model3,2,-1110.8513,-290.08839,0,1400,0,-1110.85,-290.08944,0,14000,0,188
active,9,315,model3,3,-1134.8013,-266.26398,1,878,0,-1134.8013,-266.26409,1,214,0,188
active,9,315,model3,4,-1137.6949,-264.2661,1,620,0,-1136.4782,-263.51874,1,1366,0,181
active,9,435,model2B,0,-1196.438,-316.84304,1,1079,0,-1196.438,-316.84304,1,205,0,183
active,9,435,model2B,1,-1198.9243,-310.87429,1,926,0,-1198.9243,-310.87429,1,160,0,189
active,9,435,model2B,2,-1208.3136,-300.51776,1,858,0,-1208.3136,-300.51776,1,189,0,188
