t_ms,r_sd_mean,r_sd_sem,t_sd,p_sd,p_sd_fdr,r_mean_mean,r_mean_sem,t_mean,p_mean,p_mean_fdr
528,0.31,0.1179,2.629,0.008267,0.08782,0.9702,0.005783,167.8,6.798e-32,6.248e-31
530,0.3061,0.117,2.615,0.008509,0.08938,0.9698,0.005825,166.5,7.861e-32,7.172e-31
532,0.3012,0.1167,2.582,0.009145,0.0917,0.9694,0.005866,165.3,9.037e-32,8.186e-31
534,0.2972,0.1173,2.534,0.01011,0.0946,0.969,0.005904,164.1,1.031e-31,9.275e-31
536,0.2953,0.1186,2.49,0.01111,0.09992,0.9686,0.005941,163,1.168e-31,1.043e-30
538,0.2956,0.1202,2.46,0.01183,0.102,0.9683,0.005975,162,1.313e-31,1.164e-30
540,0.2976,0.1215,2.449,0.0121,0.102,0.9679,0.006009,161.1,1.47e-31,1.285e-30
542,0.3007,0.1225,2.455,0.01195,0.102,0.9677,0.006043,160.1,1.644e-31,1.427e-30
544,0.3038,0.1229,2.473,0.01151,0.1007,0.9674,0.006078,159.2,1.844e-31,1.59e-30
546,0.3064,0.1227,2.497,0.01094,0.09905,0.9672,0.006116,158.1,2.086e-31,1.786e-30
548,0.3079,0.122,2.524,0.01033,0.09544,0.9671,0.006159,157,2.389e-31,2.031e-30
550,0.3081,0.1207,2.552,0.009742,0.0946,0.9669,0.006207,155.8,2.778e-31,2.346e-30
552,0.3073,0.1191,2.58,0.009181,0.0917,0.9668,0.006262,154.4,3.285e-31,2.756e-30
554,0.3062,0.1173,2.611,0.008594,0.08952,0.9667,0.006322,152.9,3.951e-31,3.293e-30
556,0.3057,0.1154,2.649,0.007925,0.08782,0.9666,0.006389,151.3,4.83e-31,3.998e-30
558,0.3065,0.1138,2.694,0.00719,0.08726,0.9666,0.006461,149.6,5.989e-31,4.925e-30
560,0.3086,0.1128,2.736,0.006565,0.08374,0.9665,0.006539,147.8,7.52e-31,6.144e-30
562,0.3106,0.1127,2.755,0.006298,0.08306,0.9665,0.006621,146,9.547e-31,7.749e-30
564,0.3109,0.1134,2.743,0.006464,0.0833,0.9664,0.006708,144.1,1.224e-30,9.874e-30
566,0.3093,0.1141,2.71,0.006939,0.08658,0.9664,0.0068,142.1,1.585e-30,1.27e-29
568,0.3066,0.1148,2.67,0.007561,0.08777,0.9663,0.006896,140.1,2.071e-30,1.649e-29
570,0.3035,0.1154,2.63,0.00825,0.08782,0.9663,0.006996,138.1,2.727e-30,2.144e-29
572,0.3005,0.1162,2.587,0.009048,0.0917,0.9662,0.0071,136.1,3.61e-30,2.821e-29
574,0.2974,0.1173,2.536,0.01008,0.0946,0.9661,0.007206,134.1,4.787e-30,3.716e-29
576,0.2944,0.119,2.475,0.01146,0.1007,0.966,0.007311,132.1,6.318e-30,4.875e-29
578,0.2918,0.1209,2.412,0.01306,0.1074,0.9659,0.007413,130.3,8.247e-30,6.324e-29
580,0.2903,0.1228,2.364,0.01445,0.1138,0.9657,0.00751,128.6,1.057e-29,8.058e-29
582,0.2906,0.124,2.344,0.01504,0.1161,0.9655,0.007598,127.1,1.324e-29,9.971e-29
584,0.2932,0.1241,2.363,0.01448,0.1138,0.9654,0.007677,125.7,1.617e-29,1.196e-28
586,0.298,0.1231,2.421,0.01282,0.1061,0.9652,0.007747,124.6,1.931e-29,1.411e-28
588,0.305,0.121,2.522,0.01038,0.09544,0.965,0.007812,123.5,2.268e-29,1.648e-28
590,0.3146,0.1179,2.669,0.007584,0.08777,0.9648,0.007874,122.5,2.65e-29,1.904e-28
592,0.3272,0.114,2.871,0.004891,0.07312,0.9645,0.007941,121.5,3.12e-29,2.216e-28
594,0.3436,0.11,3.125,0.00279,0.04713,0.9643,0.008016,120.3,3.746e-29,2.646e-28
596,0.3621,0.1074,3.372,0.001602,0.03923,0.9641,0.008104,119,4.629e-29,3.251e-28
598,0.3759,0.1077,3.491,0.001223,0.0386,0.9639,0.008207,117.5,5.906e-29,4.056e-28
600,0.3784,0.1089,3.476,0.001266,0.0386,0.9637,0.008324,115.8,7.757e-29,5.298e-28
602,0.3722,0.1096,3.395,0.00152,0.03923,0.9635,0.008451,114,1.04e-28,7.063e-28
604,0.3623,0.1104,3.281,0.001966,0.041,0.9633,0.008585,112.2,1.404e-28,9.384e-28
606,0.3511,0.1114,3.153,0.002619,0.04484,0.9632,0.008717,110.5,1.883e-28,1.252e-27
608,0.34,0.1122,3.031,0.003436,0.05506,0.963,0.008843,108.9,2.475e-28,1.637e-27
610,0.33,0.1125,2.932,0.004274,0.06595,0.9629,0.008955,107.5,3.153e-28,2.074e-27
612,0.3214,0.1122,2.864,0.004972,0.07312,0.9629,0.009051,106.4,3.864e-28,2.529e-27
614,0.3144,0.1116,2.818,0.005492,0.07891,0.9628,0.009128,105.5,4.541e-28,2.941e-27
616,0.3087,0.1109,2.784,0.00591,0.08118,0.9628,0.009186,104.8,5.119e-28,3.281e-27
618,0.304,0.1104,2.754,0.006312,0.08306,0.9628,0.009225,104.4,5.558e-28,3.545e-27
620,0.2998,0.1101,2.723,0.006755,0.08528,0.9627,0.00925,104.1,5.852e-28,3.713e-27
622,0.2957,0.11,2.688,0.007276,0.08745,0.9626,0.009263,103.9,6.027e-28,3.805e-27
624,0.291,0.1099,2.648,0.007933,0.08782,0.9624,0.00927,103.8,6.134e-28,3.853e-27
626,0.2852,0.1098,2.598,0.008838,0.0913,0.9622,0.009276,103.7,6.237e-28,3.898e-27
628,0.278,0.1098,2.533,0.01014,0.0946,0.9619,0.009286,103.6,6.401e-28,3.981e-27
630,0.2698,0.1098,2.456,0.01193,0.102,0.9615,0.009303,103.3,6.691e-28,4.14e-27
632,0.2613,0.1099,2.378,0.01404,0.1121,0.961,0.009332,103,7.168e-28,4.413e-27
634,0.2534,0.1097,2.31,0.01615,0.1231,0.9604,0.009374,102.4,7.892e-28,4.836e-27
636,0.2459,0.1091,2.254,0.01812,0.1356,0.9597,0.009428,101.8,8.923e-28,5.441e-27
638,0.2368,0.1081,2.189,0.02062,0.1503,0.9589,0.009493,101,1.031e-27,6.256e-27
640,0.2227,0.1079,2.063,0.02652,0.1842,0.9581,0.009565,100.2,1.209e-27,7.298e-27
642,0.209,0.11,1.901,0.03628,0.2364,0.9573,0.00964,99.3,1.426e-27,8.527e-27
644,0.204,0.1115,1.829,0.04157,0.2388,0.9564,0.009715,98.45,1.68e-27,9.952e-27
646,0.2039,0.1117,1.826,0.04184,0.2388,0.9555,0.009787,97.63,1.968e-27,1.16e-26
648,0.2048,0.1109,1.846,0.04027,0.2388,0.9547,0.009856,96.86,2.289e-27,1.343e-26
650,0.2049,0.1096,1.869,0.03856,0.2386,0.9538,0.009925,96.11,2.653e-27,1.542e-26
652,0.2039,0.1081,1.887,0.0373,0.2367,0.953,0.009996,95.34,3.089e-27,1.788e-26
654,0.2019,0.1065,1.896,0.03662,0.2364,0.9522,0.01008,94.49,3.655e-27,2.106e-26
656,0.1994,0.105,1.899,0.03644,0.2364,0.9515,0.01017,93.52,4.452e-27,2.553e-26
658,0.1969,0.1038,1.896,0.03663,0.2364,0.9508,0.0103,92.35,5.649e-27,3.224e-26
660,0.1946,0.103,1.89,0.03706,0.2367,0.9502,0.01045,90.96,7.525e-27,4.237e-26
662,0.1926,0.1024,1.882,0.03765,0.2367,0.9496,0.01063,89.36,1.055e-26,5.781e-26
664,0.1907,0.1019,1.872,0.03837,0.2386,0.9491,0.01084,87.57,1.547e-26,8.333e-26
666,0.189,0.1016,1.86,0.0392,0.2388,0.9487,0.01107,85.67,2.347e-26,1.248e-25
668,0.1875,0.1015,1.848,0.04014,0.2388,0.9483,0.01133,83.72,3.627e-26,1.905e-25
670,0.1862,0.1015,1.834,0.04119,0.2388,0.948,0.01159,81.82,5.61e-26,2.898e-25
672,0.1852,0.1018,1.819,0.04236,0.2396,0.9477,0.01184,80.02,8.538e-26,4.374e-25
674,0.1846,0.1024,1.803,0.04363,0.2435,0.9475,0.01209,78.39,1.261e-25,6.355e-25
676,0.1844,0.1032,1.787,0.04495,0.2475,0.9474,0.01231,76.96,1.788e-25,8.939e-25
678,0.1849,0.1043,1.773,0.04617,0.2504,0.9473,0.01251,75.74,2.418e-25,1.199e-24
680,0.1861,0.1057,1.761,0.04713,0.2518,0.9473,0.01267,74.75,3.107e-25,1.517e-24
682,0.1881,0.1071,1.756,0.04764,0.2523,0.9473,0.01281,73.97,3.791e-25,1.837e-24
684,0.1908,0.1086,1.757,0.04752,0.2523,0.9474,0.01291,73.4,4.389e-25,2.11e-24
686,0.1944,0.11,1.767,0.04663,0.2512,0.9475,0.01297,73.03,4.824e-25,2.301e-24
688,0.1987,0.1111,1.788,0.04484,0.2475,0.9476,0.013,72.87,5.033e-25,2.383e-24
690,0.2039,0.1119,1.822,0.04212,0.2393,0.9478,0.013,72.91,4.981e-25,2.367e-24
692,0.2099,0.1123,1.87,0.03852,0.2386,0.948,0.01296,73.16,4.669e-25,2.236e-24
694,0.2165,0.1121,1.932,0.03423,0.2314,0.9482,0.01288,73.62,4.138e-25,1.997e-24
696,0.2234,0.1113,2.007,0.02958,0.2043,0.9485,0.01276,74.32,3.463e-25,1.684e-24
698,0.23,0.1098,2.094,0.02495,0.1752,0.9487,0.01261,75.25,2.736e-25,1.346e-24
700,0.2355,0.1076,2.188,0.02068,0.1503,0.949,0.01242,76.42,2.045e-25,1.019e-24
702,0.2391,0.1046,2.285,0.01699,0.1279,0.9493,0.0122,77.8,1.454e-25,7.299e-25
704,0.2404,0.1009,2.381,0.01394,0.1121,0.9495,0.01196,79.39,9.911e-26,5.036e-25
706,0.2398,0.09686,2.476,0.01143,0.1007,0.9497,0.0117,81.15,6.556e-26,3.373e-25
708,0.2388,0.09282,2.573,0.009316,0.0917,0.9499,0.01145,83,4.276e-26,2.236e-25
710,0.2385,0.08922,2.673,0.007514,0.08777,0.95,0.01119,84.87,2.801e-26,1.484e-25
712,0.2393,0.08652,2.766,0.006152,0.08268,0.9499,0.01096,86.67,1.881e-26,1.009e-25
714,0.2403,0.08524,2.82,0.005473,0.07891,0.9497,0.01076,88.3,1.322e-26,7.218e-26
716,0.2403,0.08577,2.801,0.005694,0.08087,0.9494,0.01059,89.65,9.92e-27,5.487e-26
718,0.2379,0.08805,2.702,0.007064,0.08658,0.949,0.01047,90.63,8.075e-27,4.486e-26
720,0.2327,0.09166,2.539,0.01001,0.0946,0.9483,0.0104,91.16,7.224e-27,4.086e-26
722,0.2248,0.0961,2.339,0.0152,0.1165,0.9475,0.01039,91.19,7.173e-27,4.076e-26
724,0.2147,0.101,2.126,0.02342,0.1673,0.9465,0.01044,90.69,7.967e-27,4.446e-26
726,0.2032,0.106,1.916,0.03524,0.2364,0.9453,0.01055,89.62,9.971e-27,5.49e-26
728,0.1913,0.1109,1.725,0.05034,0.2607,0.944,0.01073,87.97,1.419e-26,7.71e-26
730,0.1799,0.1153,1.561,0.06754,0.3247,0.9424,0.01099,85.72,2.319e-26,1.239e-25
732,0.1691,0.119,1.42,0.08586,0.396,0.9406,0.01135,82.87,4.403e-26,2.293e-25
734,0.1586,0.1223,1.296,0.1052,0.4715,0.9387,0.01181,79.45,9.788e-26,4.994e-25
736,0.1479,0.1254,1.179,0.1264,0.5467,0.9365,0.0124,75.53,2.55e-25,1.26e-24
738,0.1366,0.1284,1.064,0.1503,0.6306,0.9342,0.01311,71.25,7.706e-25,3.621e-24
740,0.1244,0.1314,0.9465,0.1779,0.7243,0.9317,0.01396,66.76,2.639e-24,1.226e-23
742,0.1112,0.1344,0.8272,0.2092,0.7978,0.9291,0.01492,62.25,9.899e-24,4.566e-23
744,0.09749,0.1375,0.7092,0.2434,0.887,0.9263,0.016,57.9,3.898e-23,1.778e-22
746,0.08393,0.1404,0.5978,0.2785,0.9487,0.9235,0.01715,53.84,1.541e-22,6.955e-22
748,0.07129,0.1432,0.4979,0.3121,0.9881,0.9207,0.01836,50.16,5.863e-22,2.617e-21
750,0.05994,0.1455,0.4119,0.3425,0.9881,0.9179,0.01956,46.91,2.067e-21,9.097e-21
752,0.04965,0.1471,0.3375,0.3697,0.9881,0.9151,0.02074,44.13,6.551e-21,2.853e-20
754,0.03988,0.1477,0.2701,0.395,0.9881,0.9125,0.02184,41.79,1.824e-20,7.837e-20
756,0.03033,0.1472,0.206,0.4195,0.9881,0.9101,0.02282,39.88,4.396e-20,1.863e-19
758,0.02124,0.1461,0.1454,0.443,0.9881,0.9079,0.02366,38.37,9.084e-20,3.836e-19
760,0.01323,0.1446,0.09149,0.464,0.9881,0.9059,0.02434,37.22,1.605e-19,6.733e-19
762,0.006995,0.1434,0.04877,0.4808,0.9881,0.9043,0.02484,36.41,2.432e-19,1.006e-18
764,0.001893,0.1429,0.01325,0.4948,0.9881,0.9029,0.02516,35.89,3.182e-19,1.3e-18
766,-0.006401,0.1419,-0.04512,0.5178,0.9881,0.9019,0.02531,35.63,3.646e-19,1.475e-18
768,-0.01989,0.1393,-0.1428,0.556,0.9881,0.9011,0.02532,35.59,3.726e-19,1.502e-18
770,-0.03371,0.1364,-0.2472,0.5963,0.9881,0.9006,0.02522,35.71,3.483e-19,1.414e-18
772,-0.04454,0.1338,-0.333,0.6286,0.9881,0.9004,0.02504,35.95,3.074e-19,1.26e-18
774,-0.05172,0.1313,-0.3938,0.6509,0.9881,0.9003,0.02485,36.23,2.658e-19,1.093e-18
776,-0.05537,0.1289,-0.4295,0.6638,0.9881,0.9003,0.02468,36.48,2.344e-19,9.735e-19
778,-0.05581,0.1264,-0.4416,0.6681,0.9881,0.9004,0.0246,36.6,2.196e-19,9.179e-19
780,-0.05358,0.1237,-0.433,0.6651,0.9881,0.9005,0.02464,36.55,2.261e-19,9.422e-19
782,-0.04954,0.1212,-0.4088,0.6564,0.9881,0.9006,0.02484,36.26,2.626e-19,1.083e-18
784,-0.0448,0.1189,-0.3767,0.6447,0.9881,0.9004,0.02521,35.71,3.482e-19,1.414e-18
786,-0.04045,0.1172,-0.3453,0.6332,0.9881,0.9001,0.02577,34.93,5.267e-19,2.117e-18
788,-0.03724,0.1158,-0.3215,0.6243,0.9881,0.8995,0.0265,33.95,8.985e-19,3.6e-18
790,-0.03552,0.1149,-0.3091,0.6197,0.9881,0.8987,0.02739,32.81,1.698e-18,6.761e-18
792,-0.03528,0.1143,-0.3087,0.6196,0.9881,0.8975,0.02842,31.58,3.483e-18,1.382e-17
794,-0.03633,0.1139,-0.319,0.6234,0.9881,0.896,0.02959,30.28,7.594e-18,3.004e-17
796,-0.03827,0.1136,-0.337,0.6301,0.9881,0.8942,0.03086,28.98,1.727e-17,6.787e-17
798,-0.04057,0.1133,-0.3581,0.6379,0.9881,0.8922,0.03222,27.69,4.024e-17,1.577e-16
800,-0.04249,0.1129,-0.3763,0.6446,0.9881,0.8898,0.03366,26.44,9.469e-17,3.687e-16
802,-0.04319,0.1125,-0.384,0.6474,0.9881,0.8872,0.03514,25.25,2.218e-16,8.609e-16
804,-0.04189,0.1119,-0.3742,0.6438,0.9881,0.8845,0.03665,24.13,5.102e-16,1.968e-15
806,-0.03828,0.1113,-0.344,0.6327,0.9881,0.8816,0.03816,23.1,1.139e-15,4.38e-15
808,-0.03282,0.1106,-0.2967,0.615,0.9881,0.8787,0.03964,22.17,2.438e-15,9.321e-15
810,-0.02647,0.1099,-0.2408,0.5939,0.9881,0.8758,0.04108,21.32,4.957e-15,1.883e-14
812,-0.0202,0.1092,-0.185,0.5724,0.9881,0.873,0.04243,20.58,9.486e-15,3.54e-14
814,-0.01458,0.1084,-0.1345,0.5528,0.9881,0.8703,0.04367,19.93,1.698e-14,6.124e-14
816,-0.009901,0.1075,-0.09208,0.5362,0.9881,0.8677,0.04478,19.38,2.831e-14,9.967e-14
818,-0.006409,0.1069,-0.05995,0.5236,0.9881,0.8654,0.04575,18.91,4.383e-14,1.485e-13
820,-0.004322,0.1068,-0.04047,0.5159,0.9881,0.8632,0.04656,18.54,6.303e-14,2.112e-13
822,-0.003596,0.1075,-0.03346,0.5132,0.9881,0.8612,0.04721,18.24,8.427e-14,2.802e-13
824,-0.003704,0.1089,-0.03402,0.5134,0.9881,0.8595,0.0477,18.02,1.051e-13,3.474e-13
826,-0.003816,0.1108,-0.03443,0.5136,0.9881,0.8579,0.04802,17.87,1.226e-13,4.001e-13
828,-0.003143,0.1131,-0.02779,0.5109,0.9881,0.8565,0.04819,17.77,1.346e-13,4.369e-13
830,-0.001155,0.1156,-0.009994,0.5039,0.9881,0.8553,0.04822,17.74,1.397e-13,4.513e-13
832,0.00227,0.1184,0.01917,0.4925,0.9881,0.8542,0.04813,17.75,1.381e-13,4.472e-13
834,0.00672,0.1214,0.05534,0.4782,0.9881,0.8532,0.04793,17.8,1.307e-13,4.255e-13
836,0.01139,0.1243,0.09159,0.464,0.9881,0.8523,0.04763,17.89,1.193e-13,3.902e-13
838,0.01562,0.1267,0.1232,0.4516,0.9881,0.8514,0.04726,18.01,1.055e-13,3.481e-13
840,0.01928,0.1286,0.1499,0.4412,0.9881,0.8506,0.04683,18.16,9.114e-14,3.022e-13
842,0.0224,0.13,0.1722,0.4325,0.9881,0.8497,0.04635,18.33,7.722e-14,2.574e-13
844,0.02457,0.1311,0.1874,0.4267,0.9881,0.8487,0.04584,18.51,6.453e-14,2.157e-13
846,0.02489,0.1318,0.1888,0.4261,0.9881,0.8477,0.04531,18.71,5.344e-14,1.801e-13
848,0.02252,0.1322,0.1703,0.4333,0.9881,0.8466,0.04477,18.91,4.405e-14,1.488e-13
850,0.01747,0.1326,0.1318,0.4483,0.9881,0.8454,0.04424,19.11,3.632e-14,1.254e-13
852,0.01089,0.1335,0.08157,0.4679,0.9881,0.8441,0.04371,19.31,3.01e-14,1.051e-13
854,0.004385,0.1352,0.03244,0.4872,0.9881,0.8427,0.04321,19.5,2.52e-14,8.897e-14
856,-0.0009235,0.1372,-0.006729,0.5026,0.9881,0.8411,0.04275,19.68,2.144e-14,7.635e-14
858,-0.004633,0.1394,-0.03324,0.5131,0.9881,0.8395,0.04234,19.83,1.865e-14,6.68e-14
860,-0.006816,0.1414,-0.04822,0.519,0.9881,0.8377,0.04199,19.95,1.669e-14,6.062e-14
862,-0.007727,0.1431,-0.05401,0.5213,0.9881,0.8359,0.04173,20.03,1.545e-14,5.676e-14
864,-0.007766,0.1444,-0.05378,0.5212,0.9881,0.834,0.04154,20.08,1.486e-14,5.482e-14
866,-0.007825,0.1451,-0.05393,0.5212,0.9881,0.8322,0.04145,20.08,1.487e-14,5.482e-14
868,-0.01014,0.1446,-0.07012,0.5276,0.9881,0.8303,0.04145,20.03,1.548e-14,5.676e-14
870,-0.01805,0.1423,-0.1268,0.5498,0.9881,0.8285,0.04154,19.95,1.673e-14,6.062e-14
872,-0.02991,0.1399,-0.2139,0.5835,0.9881,0.8268,0.0417,19.83,1.865e-14,6.68e-14
874,-0.03882,0.1384,-0.2806,0.609,0.9881,0.8253,0.04193,19.68,2.127e-14,7.595e-14
876,-0.04315,0.137,-0.3148,0.6218,0.9881,0.8239,0.04219,19.53,2.458e-14,8.705e-14
878,-0.04474,0.1353,-0.3306,0.6277,0.9881,0.8227,0.04248,19.37,2.85e-14,1.001e-13
880,-0.04506,0.1331,-0.3384,0.6306,0.9881,0.8218,0.04276,19.22,3.276e-14,1.138e-13
882,-0.04428,0.1304,-0.3395,0.631,0.9881,0.8211,0.043,19.09,3.694e-14,1.272e-13
884,-0.04129,0.1273,-0.3243,0.6254,0.9881,0.8206,0.04319,19,4.042e-14,1.384e-13
886,-0.03438,0.1245,-0.2761,0.6073,0.9881,0.8205,0.0433,18.95,4.249e-14,1.449e-13
888,-0.02395,0.1236,-0.1938,0.5758,0.9881,0.8205,0.04331,18.95,4.253e-14,1.449e-13
890,-0.01468,0.1249,-0.1176,0.5462,0.9881,0.8208,0.04319,19,4.022e-14,1.381e-13
892,-0.01031,0.1266,-0.0814,0.532,0.9881,0.8214,0.04294,19.13,3.57e-14,1.236e-13
894,-0.01008,0.1276,-0.07902,0.5311,0.9881,0.8221,0.04254,19.33,2.967e-14,1.039e-13
896,-0.01201,0.1278,-0.09398,0.5369,0.9881,0.8229,0.042,19.59,2.31e-14,8.202e-14
898,-0.0148,0.1274,-0.1161,0.5456,0.9881,0.8238,0.04134,19.93,1.7e-14,6.124e-14
900,-0.01791,0.1266,-0.1414,0.5555,0.9881,0.8247,0.04061,20.31,1.207e-14,4.476e-14
902,-0.02131,0.1254,-0.1699,0.5666,0.9881,0.8255,0.03989,20.69,8.56e-15,3.204e-14
904,-0.02537,0.1236,-0.2052,0.5802,0.9881,0.8262,0.03929,21.03,6.393e-15,2.407e-14
906,-0.03097,0.1211,-0.2558,0.5996,0.9881,0.8266,0.03893,21.23,5.356e-15,2.023e-14
908,-0.03947,0.1174,-0.3362,0.6298,0.9881,0.8266,0.03893,21.24,5.339e-15,2.022e-14
910,-0.052,0.1128,-0.4611,0.675,0.9881,0.8262,0.03934,21,6.534e-15,2.453e-14
912,-0.06813,0.108,-0.6308,0.7322,0.9881,0.8253,0.04016,20.55,9.704e-15,3.61e-14
914,-0.08616,0.1041,-0.8275,0.7909,0.9881,0.8237,0.04129,19.95,1.667e-14,6.062e-14
916,-0.1046,0.1015,-1.03,0.842,0.9881,0.8216,0.04262,19.28,3.111e-14,1.083e-13
918,-0.1227,0.1002,-1.225,0.8822,0.9881,0.8189,0.04404,18.59,5.971e-14,2.006e-13
920,-0.1401,0.09964,-1.406,0.9121,0.9881,0.8157,0.04546,17.94,1.134e-13,3.719e-13
922,-0.1559,0.09948,-1.568,0.9332,0.9881,0.8122,0.04682,17.35,2.081e-13,6.705e-13
924,-0.1672,0.09887,-1.691,0.9464,0.9881,0.8085,0.0481,16.81,3.654e-13,1.171e-12
926,-0.1716,0.09696,-1.77,0.9536,0.9881,0.8045,0.04926,16.33,6.109e-13,1.953e-12
928,-0.1798,0.098,-1.835,0.9589,0.9881,0.8005,0.05032,15.91,9.735e-13,3.097e-12
930,-0.1722,0.1034,-1.665,0.9439,0.9881,0.7964,0.05127,15.53,1.484e-12,4.707e-12
932,-0.1533,0.1057,-1.45,0.9183,0.9881,0.7923,0.05212,15.2,2.175e-12,6.865e-12
934,-0.1399,0.1075,-1.301,0.8957,0.9881,0.7882,0.05289,14.9,3.088e-12,9.724e-12
936,-0.1315,0.1088,-1.208,0.8792,0.9881,0.7842,0.05361,14.63,4.281e-12,1.345e-11
938,-0.1266,0.1099,-1.151,0.8681,0.9881,0.7802,0.05429,14.37,5.837e-12,1.806e-11
940,-0.1238,0.1113,-1.112,0.86,0.9881,0.7763,0.05495,14.13,7.869e-12,2.411e-11
942,-0.1213,0.1133,-1.071,0.8511,0.9881,0.7726,0.05561,13.89,1.051e-11,3.198e-11
944,-0.1169,0.1153,-1.014,0.8383,0.9881,0.7691,0.05625,13.67,1.388e-11,4.192e-11
946,-0.1098,0.117,-0.9384,0.8201,0.9881,0.7658,0.05684,13.47,1.793e-11,5.375e-11
948,-0.1001,0.1181,-0.8475,0.7964,0.9881,0.7629,0.05733,13.31,2.219e-11,6.619e-11
950,-0.08846,0.1187,-0.7453,0.7674,0.9881,0.7605,0.05761,13.2,2.546e-11,7.54e-11
952,-0.07529,0.1188,-0.6338,0.7331,0.9881,0.7587,0.05755,13.18,2.603e-11,7.691e-11
954,-0.06076,0.1184,-0.5132,0.6931,0.9881,0.7577,0.05708,13.27,2.315e-11,6.873e-11
956,-0.04486,0.1175,-0.3818,0.6466,0.9881,0.7573,0.0563,13.45,1.843e-11,5.51e-11
958,-0.02747,0.116,-0.2367,0.5923,0.9881,0.7571,0.05545,13.65,1.421e-11,4.28e-11
960,-0.008434,0.114,-0.07398,0.5291,0.9881,0.7567,0.05471,13.83,1.136e-11,3.446e-11
962,0.01222,0.1116,0.1095,0.457,0.9881,0.7559,0.05411,13.97,9.557e-12,2.914e-11
964,0.0338,0.1093,0.3093,0.3802,0.9881,0.7546,0.05358,14.08,8.302e-12,2.537e-11
966,0.05418,0.1081,0.501,0.311,0.9881,0.7528,0.05305,14.19,7.266e-12,2.232e-11
968,0.06996,0.1088,0.6429,0.264,0.9166,0.7503,0.05245,14.31,6.318e-12,1.95e-11
970,0.07796,0.1113,0.7003,0.2461,0.8943,0.747,0.0518,14.42,5.485e-12,1.701e-11
972,0.07701,0.1158,0.665,0.257,0.9127,0.7428,0.05117,14.52,4.897e-12,1.53e-11
974,0.07015,0.1223,0.5736,0.2865,0.9676,0.7378,0.05074,14.54,4.741e-12,1.485e-11
976,0.06327,0.1289,0.491,0.3145,0.9881,0.732,0.05066,14.45,5.303e-12,1.649e-11
978,0.05806,0.1337,0.4341,0.3345,0.9881,0.7257,0.0511,14.2,7.177e-12,2.21e-11
980,0.0524,0.1371,0.3822,0.3533,0.9881,0.7191,0.0521,13.8,1.177e-11,3.563e-11
982,0.0443,0.1396,0.3174,0.3772,0.9881,0.7124,0.05358,13.3,2.244e-11,6.679e-11
984,0.03283,0.1417,0.2317,0.4096,0.9881,0.7059,0.0554,12.74,4.677e-11,1.379e-10
986,0.01844,0.1439,0.1282,0.4497,0.9881,0.6995,0.05744,12.18,1.01e-10,2.964e-10
988,0.003411,0.1463,0.02331,0.4908,0.9881,0.6933,0.0596,11.63,2.187e-10,6.403e-10
990,-0.009645,0.1489,-0.06476,0.5255,0.9881,0.6872,0.06183,11.11,4.678e-10,1.363e-09
992,-0.0195,0.1513,-0.1289,0.5506,0.9881,0.6812,0.06412,10.62,9.846e-10,2.856e-09
994,-0.02592,0.1532,-0.1692,0.5663,0.9881,0.6753,0.06647,10.16,2.04e-09,5.904e-09
996,-0.02889,0.1546,-0.1869,0.5731,0.9881,0.6694,0.06888,9.719,4.16e-09,1.198e-08
998,-0.02844,0.1554,-0.183,0.5716,0.9881,0.6636,0.07133,9.303,8.319e-09,2.385e-08
1000,-0.0247,0.1557,-0.1586,0.5622,0.9881,0.6578,0.0738,8.913,1.624e-08,4.624e-08
1002,-0.01792,0.1557,-0.1151,0.5452,0.9881,0.652,0.07625,8.55,3.077e-08,8.701e-08
1004,-0.008476,0.1553,-0.05457,0.5215,0.9881,0.6462,0.07865,8.216,5.627e-08,1.581e-07
1006,0.003114,0.1548,0.02012,0.4921,0.9881,0.6404,0.08096,7.91,9.901e-08,2.763e-07
1008,0.0162,0.1541,0.1051,0.4587,0.9881,0.6347,0.08316,7.633,1.672e-07,4.656e-07
1010,0.02999,0.1534,0.1955,0.4235,0.9881,0.6291,0.08523,7.381,2.711e-07,7.514e-07
1012,0.04362,0.1525,0.286,0.389,0.9881,0.6235,0.08714,7.155,4.223e-07,1.168e-06
1014,0.05618,0.1514,0.371,0.3574,0.9881,0.6179,0.08891,6.95,6.339e-07,1.73e-06
1016,0.06672,0.1502,0.4443,0.3309,0.9881,0.6124,0.09053,6.764,9.207e-07,2.48e-06
1018,0.07423,0.1487,0.4993,0.3116,0.9881,0.6068,0.09202,6.594,1.3e-06,3.365e-06
1020,0.0776,0.147,0.528,0.3018,0.9881,0.6012,0.09339,6.437,1.796e-06,4.376e-06
1022,0.07567,0.1451,0.5217,0.304,0.9881,0.5955,0.09467,6.29,2.439e-06,5.808e-06
1024,0.06759,0.1431,0.4722,0.3211,0.9881,0.5895,0.09588,6.149,3.278e-06,7.644e-06
1026,0.05394,0.1412,0.3821,0.3533,0.9881,0.5833,0.09703,6.012,4.381e-06,1.01e-05
1028,0.03856,0.1386,0.2783,0.3919,0.9881,0.5768,0.09816,5.875,5.854e-06,1.335e-05
1030,0.02385,0.1352,0.1764,0.4309,0.9881,0.5697,0.09928,5.738,7.857e-06,1.776e-05
1032,0.006967,0.1325,0.05258,0.4793,0.9881,0.5623,0.1004,5.599,1.062e-05,2.376e-05
