generator,grid,rep,seed,size,member,n_starts_pipeline,n_starts_strong,n_train_concepts,n_test_concepts,pipeline_loglik,strong_loglik,gap,miss,pipeline_converged,pipeline_n_converged,strong_n_converged,starts_at_best,pipeline_heldout,strong_heldout,n_heldout_trials,seconds_pipeline,seconds_strong,pipeline_source,strong_source,strong_batch,challenge_is_skew,n_archived,pipeline_theta,strong_theta
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,inner,M3L,4,84,38,14,-7116.571571795261,-7116.571571439012,3.56249074684456e-07,0,1,4,84,81,-2609.121680985291,-2609.1221546537454,2352,1.4,18.7,cold,extra,extra,0,84,"[-0.985048, 0.310894, -0.204168, 1.42408, 1.139221, 3.031042, -0.50526, -18.288882]","[-0.98505, 0.310893, -0.204168, 1.424067, 1.139257, 3.03105, -0.50526, -18.682555]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,inner,M3V,4,84,38,14,-7114.142540040639,-7114.142540038836,1.8026184989139438e-09,0,1,4,84,81,-2609.593427052351,-2609.593418999151,2352,0.7,9.0,cold,extra,extra,0,84,"[-0.99337, 0.277607, -0.141604, 1.403989, 1.142064, 2.996014, -0.637593, -0.584893]","[-0.993369, 0.277607, -0.141605, 1.403991, 1.142054, 2.996015, -0.637592, -0.584894]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M2B,8,88,52,12,-10527.025021247584,-10527.025021247584,0.0,0,1,8,88,85,-2387.964232056758,-2387.964232056758,2016,0.8,3.5,cold,cold,cold:pipeline,0,88,"[3.26322, 1.299088, 2.23651, 0.002719, 0.807318, 1.202078]","[3.26322, 1.299088, 2.23651, 0.002719, 0.807318, 1.202078]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M2H,8,88,52,12,-10299.64626554917,-10299.646265546997,2.1736923372372985e-09,0,1,8,88,84,-2371.9809564262446,-2371.9810056864117,2016,100.4,964.2,cold,challenge,challenge,0,88,"[3.260828, 1.544312, 2.19812, 0.012942, 0.780081, 1.187551, -0.603609]","[3.26083, 1.544314, 2.198119, 0.012942, 0.780081, 1.187551, -0.603605]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M2K,8,88,52,12,-10134.203081749652,-10134.203081303778,4.4587432057596743e-07,0,1,8,88,27,-2290.6676229881946,-2290.667642636798,2016,1.7,16.1,cold,challenge,challenge,1,88,"[3.136089, 2.043272, 3.638753, 0.03929, 1.060791, 1.963729, -0.084625, -1.216249]","[3.136095, 2.043313, 3.638772, 0.039289, 1.060801, 1.963741, -0.08462, -1.216274]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M2S,8,88,52,12,-10521.932698254885,-10521.932698241864,1.302032615058124e-08,0,1,8,88,84,-2386.804889747313,-2386.8048398664196,2016,45.9,497.0,cold,extra,extra,0,88,"[3.273141, 1.316684, 2.233294, 0.0036, 0.805429, 1.202042, -3.024989]","[3.273141, 1.316685, 2.233295, 0.0036, 0.805429, 1.202041, -3.025003]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M3,8,88,52,12,-9723.629266318516,-9723.629266317956,5.602487362921238e-10,0,1,8,88,88,-2200.829425807093,-2200.8294365474953,2016,1.7,12.0,cold,extra,extra,0,88,"[3.02666, 1.422349, -0.990752, 0.431611, 0.769171, 1.144545, 0.599557]","[3.02666, 1.42235, -0.990752, 0.431612, 0.769171, 1.144546, 0.599558]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M3H,8,88,52,12,-9572.305035449652,-9572.305035448384,1.267835614271462e-09,0,1,8,88,88,-2189.7808121585517,-2189.7807950416936,2016,310.0,2916.0,cold,extra,extra,0,88,"[-0.993199, 0.269564, -0.126263, 1.543386, 1.358883, 3.014509, -0.513825, -0.658869]","[-0.993199, 0.269563, -0.126261, 1.543387, 1.358872, 3.014509, -0.513825, -0.658871]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M3L,8,88,52,12,-9723.629267348479,-9723.629266343643,1.0048352123703808e-06,0,1,8,88,75,-2200.8293286251346,-2200.829348533228,2016,3.0,25.5,cold,extra,extra,0,88,"[-0.990752, 0.352313, -0.262422, 1.422343, 1.144495, 3.026659, -0.511565, -18.650645]","[-0.990753, 0.352317, -0.262435, 1.422347, 1.144544, 3.026662, -0.511562, -54.40897]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",1,500001,outer,M3V,8,88,52,12,-9721.57854331189,-9721.578543298168,1.3722456060349941e-08,0,1,8,88,85,-2200.70924300625,-2200.709265165378,2016,1.7,13.9,cold,extra,extra,0,88,"[-0.997251, 0.328011, -0.211226, 1.407604, 1.147382, 2.999985, -0.638542, -0.596953]","[-0.997252, 0.328011, -0.211224, 1.407604, 1.147369, 2.999981, -0.638543, -0.596953]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M2B,4,84,38,14,-7677.133549876598,-7677.1335498765875,1.0913936421275139e-11,0,1,4,84,81,-2825.4072366378973,-2825.407239255713,2352,0.1,2.4,cold,challenge,challenge,0,84,"[3.288492, 1.371306, 2.216732, 0.021243, 0.805115, 1.192673]","[3.288492, 1.371306, 2.216732, -0.021243, -0.805115, 1.192673]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M2H,4,84,38,14,-7533.495897595556,-7533.495897590947,4.6093191485852e-09,0,1,4,84,77,-2789.0496635947575,-2789.049614381591,2352,21.7,610.5,cold,extra,extra,0,84,"[3.308779, 1.577052, 2.191623, 0.02081, 0.781384, 1.189076, -0.700973]","[3.308775, 1.577049, 2.191623, 0.02081, 0.781384, 1.189075, -0.700972]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M2K,4,84,38,14,-7397.485015701606,-7397.485015664634,3.6971869121771306e-08,0,1,4,84,32,-2724.679390448369,-2724.6791845576727,2352,0.4,9.1,cold,extra,extra,1,84,"[3.141778, 2.1066, 3.628214, 0.05594, 1.056164, 1.988454, -0.180994, -1.216818]","[3.141773, 2.106605, 3.628217, 0.055939, 1.056165, 1.988452, -0.180991, -1.216823]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M2S,4,84,38,14,-7677.133550787123,-7677.1335500892255,6.978971214266494e-07,0,1,4,84,84,-2825.4074348825948,-2825.4071769967663,2352,22.7,445.6,cold,challenge,challenge,0,84,"[3.288489, 1.371309, 2.216733, 0.021249, 0.805116, 1.19268, -10.835612]","[3.288492, 1.371298, 2.216736, 0.021243, 0.805116, 1.192676, -11.452148]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M3,4,84,38,14,-7155.17515666235,-7155.175156662272,7.821654435247183e-11,0,1,4,84,84,-2637.6824875954685,-2637.682481843484,2352,0.4,7.3,cold,extra,extra,0,84,"[3.063265, 1.293106, -0.988841, 0.322712, 0.884822, 1.51206, 0.603684]","[3.063265, 1.293107, -0.988841, 0.322711, 0.884823, 1.512059, 0.603684]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M3H,4,84,38,14,-7050.984647526887,-7050.98464745218,7.47068042983301e-08,0,1,4,84,84,-2612.9046118807146,-2612.9045719643163,2352,87.4,2000.8,cold,extra,extra,0,84,"[-0.992079, 0.189767, -0.014337, 1.383675, 1.736989, 3.051232, -0.50828, -0.682869]","[-0.99208, 0.189759, -0.01432, 1.383671, 1.73695, 3.051249, -0.50828, -0.682882]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M3L,4,84,38,14,-7155.175157604926,-7155.175156847701,7.57225279812701e-07,0,1,4,84,74,-2637.682532189456,-2637.682539824431,2352,1.0,19.1,cold,extra,extra,0,84,"[-0.988843, 0.271204, -0.12235, 1.293099, 1.512009, 3.063262, -0.504706, -19.933224]","[-0.988842, 0.271207, -0.122358, 1.293102, 1.512008, 3.063265, -0.504706, -21.770273]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,inner,M3V,4,84,38,14,-7152.884847542837,-7152.884847530473,1.2363670975901186e-08,0,1,4,84,81,-2638.517468218988,-2638.5174487196095,2352,0.4,9.0,cold,challenge,challenge,0,84,"[-0.998799, 0.225101, -0.047844, 1.268006, 1.484871, 3.017889, -0.63674, -0.58394]","[-0.9988, 0.225104, -0.047848, 1.268008, 1.484879, 3.017891, -0.63674, -0.58394]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M2B,8,88,52,12,-10502.201037910321,-10502.201037910134,1.8735590856522322e-10,0,1,8,88,84,-2370.9945060745126,-2370.99451653547,2016,0.3,5.9,cold,extra,extra,0,88,"[3.281055, 1.361638, 2.222906, 0.015595, 0.804808, 1.195878]","[3.281054, 1.361638, 2.222906, 0.015595, 0.804808, 1.195877]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M2H,8,88,52,12,-10321.953847819117,-10321.95384781823,8.87666828930378e-10,0,1,7,87,81,-2341.4485543873784,-2341.4484994058316,2016,92.9,920.9,cold,extra,extra,0,88,"[3.2999, 1.534486, 2.20329, 0.014244, 0.78274, 1.19414, -0.735418]","[3.299899, 1.534485, 2.203291, 0.014244, 0.78274, 1.194141, -0.73542]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M2K,8,88,52,12,-10121.706472898395,-10121.70647289549,2.9049260774627328e-09,0,1,8,88,20,-2295.568052266973,-2295.5681419943453,2016,1.5,20.1,cold,extra,extra,1,88,"[3.127622, 2.085738, 3.633692, 0.050982, 1.055991, 1.982841, -0.174933, -1.214317]","[3.127623, 2.085743, 3.633692, 0.050983, 1.055991, 1.982842, -0.174934, -1.214319]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M2S,8,88,52,12,-10502.201038932368,-10502.20103823603,6.963382475078106e-07,0,1,8,88,88,-2370.9949259858017,-2370.9944299562544,2016,63.7,669.6,cold,extra,extra,0,88,"[3.281055, 1.361632, 2.222911, 0.015596, 0.804807, 1.195878, -10.483081]","[3.281064, 1.361654, 2.222904, 0.015594, 0.804808, 1.195881, -11.448393]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M3,8,88,52,12,-9792.611920050891,-9792.611920049487,1.4042598195374012e-09,0,1,8,88,88,-2225.7466381942304,-2225.7466263372758,2016,1.2,11.4,cold,extra,extra,0,88,"[3.044922, 1.306113, -0.990399, 0.313055, 0.893075, 1.488932, 0.604675]","[3.044922, 1.306111, -0.990399, 0.313053, 0.893076, 1.488937, 0.604675]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M3H,8,88,52,12,-9663.597521285721,-9663.597521225272,6.04486558586359e-08,0,1,8,88,88,-2213.402495844781,-2213.402098775641,2016,271.2,2802.6,cold,extra,extra,0,88,"[-0.993006, 0.189573, -0.011747, 1.392029, 1.634597, 3.035184, -0.506321, -0.725359]","[-0.993006, 0.189563, -0.011734, 1.392028, 1.634565, 3.035172, -0.506319, -0.725364]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M3L,8,88,52,12,-9792.611921071153,-9792.611920311218,7.599355740239844e-07,0,1,8,88,82,-2225.7470985158975,-2225.746727957614,2016,2.7,25.6,cold,extra,extra,0,88,"[-0.990399, 0.265022, -0.113094, 1.30611, 1.488984, 3.044927, -0.503063, -19.889183]","[-0.990398, 0.265016, -0.113083, 1.306113, 1.488934, 3.044925, -0.503064, -21.219968]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",2,500002,outer,M3V,8,88,52,12,-9790.944623155543,-9790.944623151256,4.287358024157584e-09,0,1,8,88,87,-2227.4619973096737,-2227.462053215758,2016,1.4,13.6,cold,extra,extra,0,88,"[-0.997759, 0.231476, -0.058733, 1.28604, 1.474385, 3.011966, -0.627452, -0.588991]","[-0.997759, 0.231477, -0.058735, 1.286043, 1.474384, 3.011967, -0.627452, -0.588991]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M2B,4,84,38,14,-7789.31725589174,-7789.317255891205,5.356923793442547e-10,0,1,4,84,81,-2776.857847081615,-2776.857799506911,2352,0.1,2.2,cold,extra,extra,0,84,"[3.249816, 1.369065, 2.17138, 0.011507, 0.819357, 1.168997]","[3.249817, 1.369064, 2.17138, 0.011507, 0.819357, 1.168998]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M2H,4,84,38,14,-7549.276703901963,-7549.276703901794,1.6916601452976465e-10,0,1,4,84,80,-2729.4395327868333,-2729.4395369892936,2352,24.0,531.3,cold,challenge,challenge,0,84,"[3.272402, 1.68424, 2.145133, 0.008519, 0.782292, 1.165395, -0.463647]","[3.272402, 1.68424, 2.145133, 0.008519, 0.782292, 1.165395, -0.463647]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M2K,4,84,38,14,-7512.353209616973,-7512.353209611805,5.167748895473778e-09,0,1,4,84,30,-2691.6564017636438,-2691.6565022969853,2352,0.4,9.3,cold,extra,extra,1,84,"[3.126293, 2.116306, 3.579953, 0.042722, 1.067425, 1.938462, -0.098042, -1.174951]","[3.12629, 2.116308, 3.579953, 0.042722, 1.067426, 1.938462, -0.098044, -1.174951]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M2S,4,84,38,14,-7780.388328553317,-7780.38832855324,7.639755494892597e-11,0,1,4,84,81,-2775.3827822087333,-2775.3827877306285,2352,12.3,293.5,cold,challenge,challenge,0,84,"[3.254474, 1.398922, 2.164746, 0.012098, 0.816159, 1.168179, -2.770458]","[3.254474, 1.398922, 2.164747, -0.012098, -0.816159, 1.168179, -2.770458]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M3,4,84,38,14,-7206.869413677051,-7206.869413673032,4.01905708713457e-09,0,1,4,84,84,-2616.2310551711453,-2616.2309228105855,2352,0.4,8.4,cold,extra,extra,0,84,"[3.01414, 1.323069, -0.986295, 0.418784, 0.755066, 1.686176, 0.605883]","[3.014138, 1.323071, -0.986295, 0.418782, 0.755069, 1.686158, 0.605883]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M3H,4,84,38,14,-7053.432946554145,-7053.432946523511,3.063360054511577e-08,0,1,4,84,84,-2580.281560578114,-2580.28128652947,2352,102.0,1946.4,cold,extra,extra,0,84,"[-0.992032, 0.222071, -0.085505, 1.437845, 1.939875, 2.997142, -0.506939, -0.520602]","[-0.992033, 0.222066, -0.085497, 1.437835, 1.939844, 2.997135, -0.506939, -0.520589]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M3L,4,84,38,14,-7206.869413784309,-7206.869413784309,0.0,0,1,4,84,78,-2616.231258622293,-2616.231258622293,2352,1.0,19.6,cold,cold,cold:pipeline,0,84,"[-0.986295, 0.340092, -0.280947, 1.323063, 1.686215, 3.014135, -0.501067, -22.368848]","[-0.986295, 0.340092, -0.280947, 1.323063, 1.686215, 3.014135, -0.501067, -22.368848]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,inner,M3V,4,84,38,14,-7206.524377530855,-7206.524377529329,1.5261321095749736e-09,0,1,4,84,79,-2616.6255909286665,-2616.6255641755292,2352,0.4,8.6,cold,extra,extra,0,84,"[-0.989842, 0.32692, -0.252475, 1.31372, 1.672514, 2.999407, -0.614969, -0.594897]","[-0.989842, 0.326919, -0.252472, 1.313717, 1.672519, 2.999407, -0.614969, -0.594897]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M2B,8,88,52,12,-10564.460876876521,-10564.460876875824,6.96672941558063e-10,0,1,8,88,87,-2378.3745546091404,-2378.37452032064,2016,0.3,3.1,cold,extra,extra,0,88,"[3.244755, 1.332589, 2.194155, 0.005736, 0.810654, 1.183417]","[3.244755, 1.332589, 2.194155, 0.005736, 0.810654, 1.183417]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M2H,8,88,52,12,-10276.623997261157,-10276.623997261157,0.0,0,1,8,88,83,-2332.9914656407095,-2332.9914656407095,2016,80.2,885.6,cold,cold,cold:pipeline,0,88,"[3.293105, 1.603359, 2.164095, -0.001103, 0.778069, 1.185271, -0.516227]","[3.293105, 1.603359, 2.164095, -0.001103, 0.778069, 1.185271, -0.516227]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M2K,8,88,52,12,-10202.139001667296,-10202.139001564148,1.0314761311747134e-07,0,1,8,88,32,-2301.4057200418424,-2301.40586406345,2016,1.4,15.0,cold,extra,extra,1,88,"[3.132072, 2.025816, 3.578085, 0.035672, 1.051389, 1.933984, -0.08319, -1.151175]","[3.132067, 2.025788, 3.578086, 0.035672, 1.051386, 1.933985, -0.083186, -1.151169]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M2S,8,88,52,12,-10554.49432332511,-10554.49432332467,4.4019543565809727e-10,0,1,8,88,84,-2376.945824024474,-2376.945807534775,2016,38.7,473.2,cold,extra,extra,0,88,"[3.248727, 1.351995, 2.188949, 0.005759, 0.80791, 1.182465, -2.845846]","[3.248727, 1.351994, 2.188949, 0.005759, 0.80791, 1.182466, -2.845841]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M3,8,88,52,12,-9821.14243339899,-9821.142433396828,2.1627784008160233e-09,0,1,8,88,88,-2231.401291574159,-2231.4012059504194,2016,1.1,11.6,cold,extra,extra,0,88,"[2.993361, 1.315134, -0.981426, 0.356336, 0.833173, 1.424141, 0.604146]","[2.993363, 1.315136, -0.981426, 0.356338, 0.83317, 1.424141, 0.604146]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M3H,8,88,52,12,-9631.267288433206,-9631.267288427838,5.3678377298638225e-09,0,1,8,88,88,-2201.655593792059,-2201.6554898492423,2016,268.8,2889.7,cold,extra,extra,0,88,"[-0.986761, 0.171062, -0.008047, 1.407923, 1.601528, 2.976518, -0.509807, -0.560275]","[-0.986761, 0.171062, -0.008047, 1.407926, 1.601531, 2.976523, -0.509807, -0.560277]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M3L,8,88,52,12,-9821.142434161182,-9821.142433874471,2.8671092877630144e-07,0,1,8,88,76,-2231.401503826514,-2231.401521327162,2016,2.3,22.8,cold,extra,extra,0,88,"[-0.981425, 0.291, -0.18252, 1.315136, 1.424129, 2.99336, -0.503939, -19.541377]","[-0.981429, 0.290998, -0.182512, 1.315125, 1.424157, 2.993361, -0.50394, -20.156161]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",3,500003,outer,M3V,8,88,52,12,-9821.05627187639,-9821.056271870566,5.8244040701538324e-09,0,1,8,88,85,-2231.158171525031,-2231.1581439179095,2016,1.3,12.8,cold,extra,extra,0,88,"[-0.98295, 0.284943, -0.17112, 1.311304, 1.421234, 2.986863, -0.611842, -0.603246]","[-0.98295, 0.284941, -0.171116, 1.311306, 1.421226, 2.986861, -0.611843, -0.603245]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M2B,4,84,38,14,-7617.175439207375,-7617.175439207327,4.8203219193965197e-11,0,1,4,84,80,-2872.140810028943,-2872.140791578178,2352,0.1,5.0,cold,extra,extra,0,84,"[3.251715, 1.376182, 2.20469, -0.011379, 0.7985, 1.198859]","[3.251715, 1.376182, 2.20469, -0.011379, 0.7985, 1.198859]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M2H,4,84,38,14,-7483.037189920009,-7483.03718991999,1.9099388737231493e-11,0,1,4,83,78,-2832.3554611418067,-2832.355463134611,2352,57.1,690.0,cold,extra,extra,0,84,"[3.24711, 1.539643, 2.190535, -0.007744, 0.776187, 1.193619, -0.766851]","[3.24711, 1.539643, 2.190535, -0.007744, 0.776187, 1.193619, -0.76685]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M2K,4,84,38,14,-7319.328066579004,-7319.328066579004,0.0,0,1,4,84,30,-2777.044395850041,-2777.044395850041,2352,0.6,13.4,cold,cold,cold:pipeline,1,84,"[3.141583, 2.196451, 3.617776, 0.023936, 1.059909, 1.944928, -0.081381, -1.273603]","[3.141583, 2.196451, 3.617776, 0.023936, 1.059909, 1.944928, -0.081381, -1.273603]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M2S,4,84,38,14,-7616.231998844211,-7616.231998806059,3.8152393244672567e-08,0,1,4,84,81,-2871.80748838488,-2871.8075332746016,2352,17.2,381.4,cold,extra,extra,0,84,"[3.252728, 1.378802, 2.204827, -0.011353, 0.7977, 1.198605, -3.464684]","[3.252727, 1.378807, 2.204828, -0.011354, 0.797698, 1.198604, -3.464687]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M3,4,84,38,14,-7046.214242206843,-7046.214242203618,3.2250682124868035e-09,0,1,4,84,84,-2663.522495592964,-2663.5226052997477,2352,0.5,9.5,cold,extra,extra,0,84,"[2.954032, 1.366098, -0.993292, 0.339769, 0.861744, 1.200507, 0.59203]","[2.95403, 1.366096, -0.993292, 0.339767, 0.861744, 1.200513, 0.59203]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M3H,4,84,38,14,-6955.71583623864,-6955.7158362182145,2.0425432012416422e-08,0,1,4,84,84,-2644.4751874968524,-2644.4751899927965,2352,109.4,2157.4,cold,extra,extra,0,84,"[-0.994958, 0.224763, -0.061436, 1.454325, 1.38561, 2.94939, -0.527829, -0.772195]","[-0.994957, 0.224761, -0.061437, 1.454327, 1.38563, 2.949387, -0.527829, -0.772207]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M3L,4,84,38,14,-7046.214242664635,-7046.214242283758,3.808772817137651e-07,0,1,4,84,75,-2663.5220338426575,-2663.5222970043596,2352,1.1,22.3,cold,extra,extra,0,84,"[-0.993294, 0.287487, -0.148811, 1.366093, 1.20052, 2.954033, -0.524196, -18.593721]","[-0.993293, 0.287468, -0.148776, 1.366097, 1.200513, 2.954031, -0.524199, -1385.638131]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,inner,M3V,4,84,38,14,-7046.135166991247,-7046.135166955264,3.598324838094413e-08,0,1,4,84,80,-2663.9331631678756,-2663.933077933626,2352,0.5,10.3,cold,extra,extra,0,84,"[-0.994926, 0.281158, -0.137222, 1.362342, 1.198917, 2.947267, -0.635702, -0.626022]","[-0.994925, 0.281162, -0.137227, 1.362341, 1.198892, 2.947271, -0.635701, -0.62602]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M2B,8,88,52,12,-10486.727363464692,-10486.727363464264,4.2746250983327627e-10,0,1,8,88,85,-2374.2232928122967,-2374.2232670855965,2016,0.4,4.1,cold,extra,extra,0,88,"[3.278436, 1.363254, 2.224673, -0.013304, 0.804213, 1.201086]","[3.278435, 1.363254, 2.224673, -0.013304, 0.804213, 1.201086]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M2H,8,88,52,12,-10314.008838926038,-10314.008838926038,0.0,0,1,8,88,86,-2307.7091401744833,-2307.7091401744833,2016,84.3,981.2,cold,cold,cold:pipeline,0,88,"[3.285394, 1.542436, 2.202397, -0.013545, 0.782984, 1.195627, -0.773156]","[3.285394, 1.542436, 2.202397, -0.013545, 0.782984, 1.195627, -0.773156]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M2K,8,88,52,12,-10092.733244890256,-10092.733244802504,8.775168680585921e-08,0,1,8,88,23,-2275.523476964807,-2275.5234131430643,2016,1.7,21.9,cold,extra,extra,1,88,"[3.166782, 2.188663, 3.630248, 0.024624, 1.063497, 1.945956, -0.104472, -1.2363]","[3.16678, 2.188659, 3.630251, 0.024626, 1.063496, 1.945961, -0.104478, -1.236304]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M2S,8,88,52,12,-10485.671286325945,-10485.671286324243,1.7025740817189217e-09,0,1,8,88,82,-2372.3439926692727,-2372.3439695997345,2016,52.7,577.7,cold,extra,extra,0,88,"[3.279241, 1.368534, 2.224176, -0.013372, 0.803486, 1.201019, -3.508385]","[3.279242, 1.368533, 2.224177, -0.013372, 0.803486, 1.20102, -3.508388]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M3,8,88,52,12,-9706.334013513093,-9706.334013498812,1.428088580723852e-08,0,1,8,88,88,-2177.602836632754,-2177.6028177443186,2016,1.3,13.8,cold,extra,extra,0,88,"[2.972755, 1.402749, -1.008102, 0.325526, 0.875115, 1.175502, 0.59969]","[2.972755, 1.402754, -1.008102, 0.325525, 0.875115, 1.17551, 0.59969]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M3H,8,88,52,12,-9597.300711244807,-9597.300711139033,1.0577423381619155e-07,0,1,8,88,88,-2140.0770881730687,-2140.076926902909,2016,328.1,3427.4,cold,extra,extra,0,88,"[-1.00954, 0.229711, -0.052631, 1.485612, 1.334529, 2.968801, -0.514716, -0.826252]","[-1.009538, 0.229715, -0.052637, 1.485628, 1.334517, 2.968806, -0.514714, -0.826214]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M3L,8,88,52,12,-9706.334013523496,-9706.334013523496,0.0,0,1,8,88,79,-2177.602904942989,-2177.602904942989,2016,3.4,30.9,cold,cold,cold:pipeline,0,88,"[-1.008101, 0.287905, -0.133407, 1.402758, 1.175504, 2.972761, -0.511343, -70.09812]","[-1.008101, 0.287905, -0.133407, 1.402758, 1.175504, 2.972761, -0.511343, -70.09812]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",4,500004,outer,M3V,8,88,52,12,-9706.239988301237,-9706.239988301237,0.0,0,1,8,88,88,-2177.3969923520417,-2177.3969923520417,2016,1.6,16.6,cold,cold,cold:pipeline,0,88,"[-1.006577, 0.293859, -0.144305, 1.406668, 1.176083, 2.978976, -0.611414, -0.620376]","[-1.006577, 0.293859, -0.144305, 1.406668, 1.176083, 2.978976, -0.611414, -0.620376]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M2B,4,84,38,14,-7650.064949566234,-7650.064949566189,4.4565240386873484e-11,0,1,4,84,83,-2787.3762024570224,-2787.37619890635,2352,0.1,2.3,cold,challenge,challenge,0,84,"[3.330058, 1.499778, 2.177226, -0.00347, 0.802083, 1.181128]","[3.330058, 1.499778, 2.177226, -0.00347, 0.802083, 1.181128]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M2H,4,84,38,14,-7494.339266662128,-7494.339266660145,1.9826984498649836e-09,0,1,4,83,82,-2711.4505653475107,-2711.4505426478827,2352,30.8,479.1,cold,extra,extra,0,84,"[3.302133, 1.666042, 2.176416, 0.004498, 0.776727, 1.174318, -0.711376]","[3.302132, 1.666042, 2.176417, 0.004498, 0.776727, 1.174319, -0.711377]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M2K,4,84,38,14,-7388.6555759162775,-7388.655575810337,1.05940671346616e-07,0,1,4,84,32,-2690.1435231024266,-2690.1433400346796,2352,0.3,6.3,cold,challenge,challenge,1,84,"[3.154916, 2.211373, 3.576498, 0.040832, 1.047022, 1.934862, -0.164175, -1.169797]","[3.154913, 2.211339, 3.576499, 0.040832, 1.047019, 1.934864, -0.164181, -1.169785]"
