generator,grid,rep,seed,size,member,n_starts_pipeline,n_starts_strong,n_train_concepts,n_test_concepts,pipeline_loglik,strong_loglik,gap,miss,pipeline_converged,pipeline_n_converged,strong_n_converged,starts_at_best,pipeline_heldout,strong_heldout,n_heldout_trials,seconds_pipeline,seconds_strong,pipeline_source,strong_source,strong_batch,challenge_is_skew,n_archived,pipeline_theta,strong_theta
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M2S,4,84,38,14,-7650.034309030827,-7650.03430901482,1.6007106751203537e-08,0,1,4,84,81,-2787.214213726694,-2787.214048680185,2352,12.9,278.1,cold,extra,extra,0,84,"[3.330928, 1.501632, 2.17695, -0.003371, 0.801944, 1.181039, -4.338722]","[3.330925, 1.501633, 2.176948, -0.003372, 0.801943, 1.181037, -4.338707]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M3,4,84,38,14,-7136.111764916816,-7136.111764896473,2.034357748925686e-08,0,1,4,84,84,-2577.577319977656,-2577.5775770188857,2352,0.3,5.9,cold,challenge,challenge,0,84,"[3.072313, 1.346483, -0.994523, 0.344719, 0.840241, 1.661857, 0.605463]","[3.072317, 1.346482, -0.994524, 0.344727, 0.840233, 1.661875, 0.605462]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M3H,4,84,38,14,-7033.001494206608,-7033.00149362873,5.778783815912902e-07,0,1,4,84,84,-2532.539673418906,-2532.5398320336512,2352,68.6,1250.6,cold,extra,extra,0,84,"[-0.99935, 0.205835, -0.048445, 1.435727, 1.883953, 3.052961, -0.505639, -0.726548]","[-0.999349, 0.205871, -0.048494, 1.435747, 1.883964, 3.052942, -0.505638, -0.726463]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M3L,4,84,38,14,-7135.578009920251,-7135.578009910727,9.524228516966105e-09,0,1,4,84,78,-2577.3922649792216,-2577.392177140862,2352,0.6,10.2,cold,extra,extra,0,84,"[-0.996192, 0.294338, -0.175875, 1.344069, 1.666351, 3.071846, -0.503607, -5.886104]","[-0.996191, 0.294334, -0.175869, 1.344066, 1.666352, 3.071845, -0.503607, -5.885997]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,inner,M3V,4,84,38,14,-7136.083465834112,-7136.083465833874,2.382876118645072e-10,0,1,4,84,83,-2577.8943443989556,-2577.8943910341977,2352,0.2,5.2,cold,extra,extra,0,84,"[-0.995608, 0.287567, -0.165603, 1.343535, 1.655743, 3.067664, -0.608245, -0.602421]","[-0.995608, 0.287568, -0.165605, 1.343536, 1.655746, 3.067665, -0.608245, -0.60242]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M2B,8,88,52,12,-10435.24222884691,-10435.242228846739,1.709850039333105e-10,0,1,8,88,86,-2408.632833632027,-2408.632829434325,2016,0.3,3.1,cold,extra,extra,0,88,"[3.338488, 1.471528, 2.182426, -0.01488, 0.79952, 1.198262]","[3.338487, 1.471529, 2.182425, -0.01488, 0.79952, 1.198261]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M2H,8,88,52,12,-10204.580295887761,-10204.580295887607,1.546140993013978e-10,0,1,8,87,81,-2363.6765506709917,-2363.6765529474073,2016,77.2,862.7,cold,extra,extra,0,88,"[3.294566, 1.656587, 2.178982, -0.003707, 0.772256, 1.1865, -0.68137]","[3.294566, 1.656589, 2.178981, -0.003707, 0.772256, 1.186499, -0.68137]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M2K,8,88,52,12,-10077.05182619621,-10077.05182618864,7.570633897557855e-09,0,1,8,88,36,-2335.1375490591968,-2335.137396688129,2016,1.4,14.7,cold,extra,extra,1,88,"[3.157139, 2.161378, 3.563033, 0.034172, 1.038456, 1.932756, -0.146921, -1.155216]","[3.157137, 2.161372, 3.563034, 0.034172, 1.038456, 1.932756, -0.146924, -1.155216]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M2S,8,88,52,12,-10434.941468050654,-10434.941468046187,4.4674379751086235e-09,0,1,8,88,85,-2408.630949667838,-2408.6309496985436,2016,43.1,484.6,cold,extra,extra,0,88,"[3.340942, 1.476793, 2.181481, -0.014852, 0.799129, 1.197929, -3.826386]","[3.340942, 1.476796, 2.18148, -0.014852, 0.799128, 1.197928, -3.826361]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M3,8,88,52,12,-9711.154195983243,-9711.154195982968,2.7466739993542433e-10,0,1,8,88,88,-2237.4957067288656,-2237.4957232364263,2016,1.1,11.5,cold,extra,extra,0,88,"[3.03368, 1.38656, -0.987797, 0.323996, 0.873927, 1.41687, 0.602834]","[3.03368, 1.38656, -0.987797, 0.323997, 0.873926, 1.416871, 0.602834]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M3H,8,88,52,12,-9563.55131301256,-9563.551312999616,1.2943928595632315e-08,0,1,8,88,88,-2202.7200297112986,-2202.72009694599,2016,267.5,2849.6,cold,challenge,challenge,0,88,"[-0.993188, 0.173812, -0.00162, 1.48314, 1.606379, 3.010676, -0.510125, -0.72132]","[-0.993187, 0.173811, -0.001621, 1.483144, 1.606378, 3.010683, -0.510125, -0.721328]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M3L,8,88,52,12,-9710.395683402508,-9710.39568338024,2.2268068278208375e-08,0,1,8,88,77,-2237.544932426443,-2237.5449690132377,2016,2.0,20.3,cold,extra,extra,0,88,"[-0.990063, 0.272207, -0.133542, 1.382789, 1.420505, 3.031854, -0.508264, -5.571517]","[-0.990063, 0.272204, -0.133536, 1.382787, 1.420475, 3.031852, -0.508264, -5.571441]"
M3H,"{""sep"": 2.0, ""tau"": 0.5}",5,500005,outer,M3V,8,88,52,12,-9710.743073073041,-9710.743073064274,8.767528925091028e-09,0,1,8,88,85,-2237.3783636763105,-2237.378447521014,2016,1.3,13.0,cold,extra,extra,0,88,"[-0.984497, 0.285202, -0.15977, 1.395602, 1.426256, 3.047624, -0.600218, -0.618945]","[-0.984496, 0.2852, -0.159768, 1.395601, 1.426265, 3.047624, -0.600218, -0.618946]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M2B,4,84,38,14,-7515.296457801242,-7515.296457801178,6.366462912410498e-11,0,1,4,84,82,-2739.281955186592,-2739.2819525597197,2352,0.1,2.2,cold,extra,extra,,,"[3.32213, 1.511523, 2.194411, -0.002091, 0.785339, 1.205627]","[3.32213, 1.511523, 2.194411, -0.002091, 0.785339, 1.205627]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M2H,4,84,38,14,-7513.536983560641,-7513.53698356044,2.0099832909181714e-10,0,1,4,84,82,-2739.2966554375535,-2739.296650891788,2352,24.0,541.7,cold,extra,extra,,,"[3.317213, 1.524354, 2.192806, -0.000898, 0.78411, 1.203731, -2.234258]","[3.317213, 1.524354, 2.192806, -0.000898, 0.78411, 1.203731, -2.234259]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M2K,4,84,38,14,-7275.4363999688,-7275.436398946753,1.0220473996014334e-06,0,1,4,84,32,-2661.373793319526,-2661.372738128277,2352,0.4,8.6,cold,extra,extra,,,"[3.19627, 2.202791, 3.562233, 0.037595, 1.022886, 1.943549, -0.10738, -1.134759]","[3.196279, 2.202721, 3.562218, -0.03759, -1.022879, 1.943535, -0.107352, -1.134708]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M2S,4,84,38,14,-7515.296458788835,-7515.296458200219,5.886158760404214e-07,0,1,4,84,83,-2739.281979857667,-2739.2822054673093,2352,22.0,446.9,cold,extra,extra,,,"[3.322127, 1.51153, 2.194413, -0.002093, 0.785339, 1.205624, -9.815387]","[3.322145, 1.511535, 2.194407, -0.002093, 0.785339, 1.20563, -10.464567]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M3,4,84,38,14,-7048.178158982953,-7048.178158972016,1.0937583283521235e-08,0,1,4,84,84,-2569.7424524783787,-2569.7425309073756,2352,0.4,7.6,cold,challenge,challenge,,,"[3.044098, 1.509104, -0.971954, 0.238315, 0.971414, 1.432294, 0.608494]","[3.044099, 1.509102, -0.971954, 0.238313, 0.971415, 1.432317, 0.608493]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M3H,4,84,38,14,-7048.178141769238,-7048.054842699048,0.12329907019011443,0,1,4,84,84,-2569.742857733477,-2569.799302866722,2352,86.2,1722.2,cold,extra,extra,,,"[-0.971949, 0.190811, -0.028961, 1.509084, 1.432332, 3.044102, -0.496767, -7.641501]","[-0.971985, 0.189494, -0.027567, 1.511245, 1.438011, 3.043706, -0.496763, -2.836582]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M3L,4,84,38,14,-7039.110874480684,-7039.110874476197,4.487446858547628e-09,0,1,4,84,84,-2568.6500958728693,-2568.6502467630226,2352,0.7,13.7,cold,extra,extra,,,"[-0.999265, 0.157551, 0.039548, 1.455039, 1.437617, 3.004393, -0.515623, -2.896933]","[-0.999266, 0.157548, 0.039552, 1.455039, 1.437643, 3.004396, -0.515623, -2.896919]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,inner,M3V,4,84,38,14,-7046.8440375044975,-7046.844037457255,4.7242792788892984e-08,0,1,4,84,83,-2569.431141650949,-2569.4311846456435,2352,0.4,8.9,cold,extra,extra,,,"[-0.966122, 0.219406, -0.071994, 1.526479, 1.448045, 3.068972, -0.579845, -0.61809]","[-0.966121, 0.219416, -0.072008, 1.526477, 1.448027, 3.06898, -0.579845, -0.618089]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M2B,8,88,52,12,-10254.234013316778,-10254.234013315376,1.4024408301338553e-09,0,1,8,88,88,-2349.619987663563,-2349.619917097589,2016,0.3,2.8,cold,extra,extra,,,"[3.309836, 1.481867, 2.202755, -0.002739, 0.782688, 1.207]","[3.309835, 1.481866, 2.202755, -0.002739, 0.782688, 1.206999]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M2H,8,88,52,12,-10252.474600806445,-10252.474600806421,2.3646862246096134e-11,0,1,8,86,80,-2347.5337682645845,-2347.533741221625,2016,78.9,1086.6,cold,extra,extra,,,"[3.305025, 1.4923, 2.201363, -0.001484, 0.781664, 1.205215, -2.329285]","[3.305025, 1.492301, 2.201363, -0.001484, 0.781664, 1.205215, -2.329285]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M2K,8,88,52,12,-9936.010401759106,-9936.010401707223,5.1883034757338464e-08,0,1,8,88,23,-2256.1476386666586,-2256.147366702792,2016,1.2,15.2,cold,challenge,challenge,,,"[3.217732, 2.189128, 3.555405, 0.030776, 1.018961, 1.931393, -0.069732, -1.119558]","[3.217731, 2.189142, 3.555399, 0.030777, 1.01896, 1.931391, -0.069739, -1.119558]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M2S,8,88,52,12,-10254.234014249647,-10254.234013547564,7.020826160442084e-07,0,1,8,88,85,-2349.619800014008,-2349.6195289953785,2016,65.6,705.5,cold,challenge,challenge,,,"[3.30983, 1.481856, 2.202754, -0.002738, 0.782689, 1.206996, -10.125812]","[3.309831, 1.481868, 2.202757, -0.002737, 0.782687, 1.207, -11.129857]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M3,8,88,52,12,-9617.681844569528,-9617.681844568608,9.204086381942034e-10,0,1,8,88,88,-2188.63556696742,-2188.6355697628687,2016,1.0,10.4,cold,challenge,challenge,,,"[3.035218, 1.522151, -0.971271, 0.235304, 0.975146, 1.3649, 0.607009]","[3.035218, 1.522151, -0.971271, 0.235305, 0.975144, 1.364898, -0.607009]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M3H,8,88,52,12,-9617.674588104268,-9617.599868823901,0.07471928036648023,0,1,8,88,85,-2188.6333920717857,-2188.6231928413563,2016,248.1,2595.7,cold,extra,extra,,,"[-0.971279, 0.187655, -0.025009, 1.522137, 1.365306, 3.035162, -0.499214, -4.596252]","[-0.971333, 0.1867, -0.023897, 1.523411, 1.367884, 3.034822, -0.499236, -3.024639]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M3L,8,88,52,12,-9607.434260826209,-9607.4342608072,1.90084392670542e-08,0,1,8,88,88,-2192.1586112275077,-2192.15886086598,2016,1.8,19.2,cold,extra,extra,,,"[-0.995457, 0.159474, 0.034302, 1.475472, 1.369644, 3.001077, -0.515995, -3.014443]","[-0.995457, 0.159476, 0.034299, 1.475468, 1.369645, 3.001076, -0.515995, -3.014386]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",0,500000,outer,M3V,8,88,52,12,-9616.038626132748,-9616.038626123489,9.25865606404841e-09,0,1,8,88,87,-2190.522649827631,-2190.5225516880632,2016,1.2,13.0,cold,extra,extra,,,"[-0.965792, 0.214863, -0.065697, 1.538004, 1.379147, 3.058671, -0.583558, -0.619837]","[-0.965793, 0.214863, -0.065696, 1.538001, 1.379154, 3.058668, -0.583558, -0.619837]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M2B,4,84,38,14,-7380.467423698492,-7380.467423697924,5.684341886080801e-10,0,1,4,84,80,-2800.5407788934417,-2800.5407583791007,2352,0.4,3.5,cold,extra,extra,0,84,"[3.275487, 1.775333, 2.144389, -0.005936, 0.769016, 1.165898]","[3.275487, 1.775333, 2.144389, -0.005936, 0.769016, 1.165898]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M2H,4,84,38,14,-7378.60801991835,-7378.608019918347,2.7284841053187847e-12,0,1,4,84,79,-2801.069134041779,-2801.0691315645495,2352,28.2,599.5,cold,extra,extra,0,84,"[3.277997, 1.787488, 2.143717, -0.007296, 0.767908, 1.166367, -2.344732]","[3.277997, 1.787488, 2.143717, -0.007296, 0.767908, 1.166367, -2.344732]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M2K,4,84,38,14,-7150.925704749874,-7150.925704716182,3.3692231227178127e-08,0,1,4,84,24,-2677.8070160023226,-2677.807619753628,2352,0.7,8.3,cold,challenge,challenge,1,84,"[3.145567, 2.395993, 3.486395, 0.032139, 0.995589, 1.880473, -0.13971, -1.106903]","[3.145567, 2.395984, 3.486392, 0.032137, 0.995587, 1.880469, -0.139701, -1.106898]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M2S,4,84,38,14,-7380.120564626896,-7380.1205646267945,1.0186340659856796e-10,0,1,4,84,83,-2798.3926275032663,-2798.392655866281,2352,18.5,355.0,cold,extra,extra,0,84,"[3.274765, 1.779566, 2.144069, -0.006042, 0.768565, 1.165746, -3.718001]","[3.274765, 1.779566, 2.144069, -0.006042, 0.768565, 1.165746, -3.71801]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M3,4,84,38,14,-6961.429699321594,-6961.429699301578,2.0016159396618605e-08,0,1,4,84,84,-2597.4630935308787,-2597.4630371092253,2352,0.9,8.0,cold,challenge,challenge,0,84,"[3.022029, 1.709843, -0.972042, 0.182707, 0.98364, 1.863498, 0.614327]","[3.022031, 1.70985, -0.972042, 0.182708, 0.983639, 1.863528, 0.614327]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M3H,4,84,38,14,-6961.429699463935,-6961.429699380285,8.365077519556507e-08,0,1,4,84,84,-2597.4630235266354,-2597.46304721573,2352,93.3,1684.8,cold,extra,extra,0,84,"[-0.972041, 0.143897, -0.016515, 1.709866, 1.863582, 3.022034, -0.487227, -11.690646]","[-0.972042, 0.143884, -0.016497, 1.70985, 1.863529, 3.022031, -0.487228, -15.532795]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M3L,4,84,38,14,-6943.56637396145,-6943.566373902868,5.8582372730597854e-08,0,1,4,84,84,-2593.5166350713507,-2593.5164682108307,2352,1.1,14.6,cold,extra,extra,0,84,"[-1.004094, 0.136361, 0.024159, 1.632926, 1.872885, 2.990292, -0.511965, -2.698872]","[-1.004091, 0.136376, 0.024138, 1.632928, 1.872922, 2.990301, -0.511965, -2.698945]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,inner,M3V,4,84,38,14,-6957.989225920725,-6957.989225917325,3.4006006899289787e-09,0,1,4,84,82,-2596.4537459392195,-2596.453854293237,2352,0.8,9.4,cold,challenge,challenge,0,84,"[-0.963391, 0.195494, -0.089928, 1.749563, 1.904495, 3.058916, -0.558663, -0.618449]","[-0.963391, 0.195495, -0.089929, 1.749561, 1.904494, 3.058915, -0.558664, -0.61845]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M2B,8,88,52,12,-10179.075538649784,-10179.07553864978,3.637978807091713e-12,0,1,8,88,84,-2404.659793670432,-2404.659791018727,2016,0.8,3.4,cold,challenge,challenge,0,88,"[3.297833, 1.76532, 2.144267, -0.001051, 0.775918, 1.179095]","[3.297833, 1.76532, 2.144267, 0.001051, -0.775918, 1.179096]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M2H,8,88,52,12,-10177.61627484022,-10177.616274839818,4.019966581836343e-10,0,1,8,87,85,-2404.2149677337284,-2404.2149547645245,2016,107.2,1050.0,cold,extra,extra,0,88,"[3.301781, 1.77562, 2.143499, -0.002857, 0.775126, 1.179916, -2.482824]","[3.301781, 1.775619, 2.143499, -0.002857, 0.775126, 1.179916, -2.482829]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M2K,8,88,52,12,-9825.030513841386,-9825.030513841386,0.0,0,1,8,88,28,-2332.679817151481,-2332.679817151481,2016,1.4,12.3,cold,cold,cold:pipeline,1,88,"[3.153227, 2.446503, 3.527993, 0.039352, 1.01564, 1.923042, -0.163721, -1.17741]","[3.153227, 2.446503, 3.527993, 0.039352, 1.01564, 1.923042, -0.163721, -1.17741]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M2S,8,88,52,12,-10175.693033399857,-10175.693033398518,1.3387762010097504e-09,0,1,8,88,86,-2402.9327160629746,-2402.932700616555,2016,49.8,480.8,cold,challenge,challenge,0,88,"[3.294975, 1.776624, 2.143401, -0.001469, 0.774602, 1.178474, -3.19518]","[3.294974, 1.776625, 2.143401, 0.001469, -0.774602, 1.178473, -3.195179]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M3,8,88,52,12,-9557.361785170564,-9557.361785163033,7.530616130679846e-09,0,1,8,88,88,-2270.3234606609603,-2270.3234444040836,2016,1.6,12.1,cold,extra,extra,0,88,"[3.041078, 1.691004, -0.96445, 0.216034, 0.964457, 1.907761, 0.615021]","[3.04108, 1.691005, -0.96445, 0.216036, 0.964455, 1.907768, 0.615021]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M3H,8,88,52,12,-9557.361785287818,-9557.3617852711,1.6718331607989967e-08,0,1,8,88,85,-2270.323230861398,-2270.323426091848,2016,266.8,2569.0,cold,extra,extra,0,88,"[-0.96445, 0.165922, -0.036186, 1.690995, 1.907757, 3.041076, -0.486099, -13.786523]","[-0.96445, 0.165926, -0.036192, 1.691004, 1.907764, 3.04108, -0.486098, -14.303863]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M3L,8,88,52,12,-9535.557428629734,-9535.55742849677,1.3296448742039502e-07,0,1,8,88,88,-2260.884261271299,-2260.884051981185,2016,2.3,20.3,cold,extra,extra,0,88,"[-0.998945, 0.134132, 0.036284, 1.597544, 1.911334, 2.996852, -0.51084, -2.652859]","[-0.998945, 0.134143, 0.036275, 1.597534, 1.911334, 2.996855, -0.510842, -2.652926]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",1,500001,outer,M3V,8,88,52,12,-9552.862793497434,-9552.862793495799,1.635271473787725e-09,0,1,8,88,84,-2267.959038742802,-2267.9590262665056,2016,1.6,13.4,cold,extra,extra,0,88,"[-0.955805, 0.215578, -0.109792, 1.731029, 1.945987, 3.077585, -0.557949, -0.616491]","[-0.955806, 0.215576, -0.109788, 1.731029, 1.945978, 3.077584, -0.557949, -0.61649]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M2B,4,84,38,14,-7456.917715632951,-7456.917715632936,1.4551915228366852e-11,0,1,4,84,81,-2810.345859210543,-2810.3458605781507,2352,0.1,3.1,cold,extra,extra,0,84,"[3.273527, 1.589873, 2.17525, -0.00469, 0.778323, 1.193152]","[3.273527, 1.589873, 2.17525, -0.00469, 0.778323, 1.193152]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M2H,4,84,38,14,-7452.732109026063,-7452.732109026063,0.0,0,1,4,84,79,-2805.6605228492135,-2805.6605228492135,2352,24.9,577.8,cold,cold,cold:pipeline,0,84,"[3.274138, 1.60402, 2.174648, -0.005729, 0.776489, 1.193162, -2.044359]","[3.274138, 1.60402, 2.174648, -0.005729, 0.776489, 1.193162, -2.044359]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M2K,4,84,38,14,-7227.146148258382,-7227.146148248827,9.555151336826384e-09,0,1,4,84,33,-2716.23437428559,-2716.234409400872,2352,0.3,9.3,cold,extra,extra,1,84,"[3.170952, 2.27689, 3.529475, 0.029287, 1.01139, 1.922352, -0.1328, -1.126583]","[3.170951, 2.276887, 3.52947, 0.029287, 1.011389, 1.922351, -0.132801, -1.12658]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M2S,4,84,38,14,-7456.4105821010035,-7456.410582100501,5.020410753786564e-10,0,1,4,84,81,-2810.1267924741005,-2810.1268182305157,2352,16.9,336.8,cold,extra,extra,0,84,"[3.273216, 1.595155, 2.174847, -0.005508, 0.777791, 1.192825, -3.612478]","[3.273216, 1.595154, 2.174847, -0.005508, 0.777791, 1.192825, -3.612466]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M3,4,84,38,14,-7051.915979068563,-7051.915979067609,9.531504474580288e-10,0,1,4,84,84,-2624.797056179158,-2624.797033711965,2352,0.4,7.1,cold,extra,extra,0,84,"[2.988449, 1.546388, -0.965168, 0.144735, 1.062504, 1.369904, 0.616072]","[2.988449, 1.546388, -0.965168, 0.144737, 1.062502, 1.369902, 0.616072]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M3H,4,84,38,14,-7051.915979361824,-7051.915979146934,2.1488995116669685e-07,0,1,4,84,82,-2624.797365069684,-2624.7970253737503,2352,79.4,1644.1,cold,challenge,challenge,0,84,"[-0.96517, 0.104258, 0.060643, 1.546387, 1.369919, 2.988436, -0.484389, -9.535619]","[-0.965168, 0.104276, 0.060625, 1.546388, 1.369904, 2.988449, -0.484392, -16.236177]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M3L,4,84,38,14,-7043.832393477398,-7043.8323934566615,2.0736479200422764e-08,0,1,4,84,84,-2624.8380718840326,-2624.8380821321393,2352,0.7,15.4,cold,extra,extra,0,84,"[-0.989625, 0.084433, 0.1034, 1.491158, 1.389984, 2.956929, -0.501057, -2.970443]","[-0.989625, 0.084439, 0.103395, 1.491165, 1.389959, 2.95693, -0.501058, -2.970449]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,inner,M3V,4,84,38,14,-7048.911705717855,-7048.911705711274,6.580194167327136e-09,0,1,4,84,82,-2622.9441624438673,-2622.9441568633824,2352,0.4,8.7,cold,extra,extra,0,84,"[-0.955949, 0.157688, -0.007156, 1.57746, 1.378599, 3.029371, -0.557182, -0.614385]","[-0.955949, 0.157682, -0.007148, 1.577453, 1.378599, 3.029367, -0.557182, -0.614385]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M2B,8,88,52,12,-10265.77947757783,-10265.779477577827,1.8189894035458565e-12,0,1,8,88,87,-2422.8529336482047,-2422.8529333258257,2016,0.3,3.0,cold,extra,extra,0,88,"[3.308425, 1.579641, 2.178313, -0.008389, 0.78395, 1.197835]","[3.308425, 1.579641, 2.178313, -0.008389, 0.78395, 1.197835]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M2H,8,88,52,12,-10257.169270475773,-10257.16927047567,1.0368239600211382e-10,0,1,8,87,82,-2419.4906023299336,-2419.4906122504217,2016,79.6,910.3,cold,extra,extra,0,88,"[3.308854, 1.599976, 2.176987, -0.009581, 0.781569, 1.197538, -1.909239]","[3.308855, 1.599975, 2.176987, -0.009581, 0.781569, 1.197538, -1.909239]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M2K,8,88,52,12,-9942.546006734103,-9942.546006715052,1.9050276023335755e-08,0,1,8,88,20,-2331.3596075554087,-2331.3595610864336,2016,1.3,22.0,cold,challenge,challenge,1,88,"[3.185301, 2.291831, 3.538582, 0.030876, 1.019477, 1.929389, -0.153311, -1.133394]","[3.185305, 2.291826, 3.538582, -0.030876, -1.019476, 1.92939, -0.153312, -1.133395]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M2S,8,88,52,12,-10265.146301660938,-10265.146301660938,0.0,0,1,8,88,86,-2422.8177213044037,-2422.8177213044037,2016,45.2,522.2,cold,cold,cold:pipeline,0,88,"[3.308348, 1.585589, 2.177565, -0.009033, 0.783437, 1.197595, -3.641285]","[3.308348, 1.585589, 2.177565, -0.009033, 0.783437, 1.197595, -3.641285]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M3,8,88,52,12,-9675.903688751376,-9675.903688749593,1.7826096154749393e-09,0,1,8,88,88,-2243.5918065642227,-2243.591801499636,2016,1.1,11.0,cold,extra,extra,0,88,"[3.011299, 1.518931, -0.971479, 0.169036, 1.041312, 1.368915, 0.615546]","[3.0113, 1.518929, -0.971479, 0.169036, 1.041311, 1.368915, 0.615546]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M3H,8,88,52,12,-9675.902247343869,-9675.750406596546,0.15184074732314912,0,1,8,88,88,-2243.589818072489,-2243.1763414425686,2016,245.5,2532.8,cold,challenge,challenge,0,88,"[-0.971481, 0.131446, 0.040524, 1.518929, 1.36889, 3.011286, -0.485247, -5.583758]","[-0.971712, 0.129135, 0.043317, 1.519688, 1.369654, 3.010401, -0.485358, -2.870021]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M3L,8,88,52,12,-9667.883716244776,-9667.883716244753,2.3646862246096134e-11,0,1,8,88,87,-2241.0537516278014,-2241.0537211816404,2016,2.0,17.3,cold,extra,extra,0,88,"[-0.992357, 0.107104, 0.086634, 1.472937, 1.379123, 2.980747, -0.498996, -3.170436]","[-0.992357, 0.107105, 0.086633, 1.472935, 1.379123, 2.980747, -0.498995, -3.170442]"
M3L,"{""pi0"": 0.05, ""sep"": 2.0}",2,500002,outer,M3V,8,88,52,12,-9671.026650361426,-9671.026650350323,1.1103111319243908e-08,0,1,8,88,85,-2241.243124208698,-2241.2431395550725,2016,1.5,13.1,cold,extra,extra,0,88,"[-0.961163, 0.187082, -0.03472, 1.551459, 1.38788, 3.056288, -0.555371, -0.617948]","[-0.961163, 0.187078, -0.034715, 1.551457, 1.387887, 3.056284, -0.555372, -0.617946]"
